Mnemonic,EDE2C.D7,EDB3C.D7,EDE3C.D7,EDB4C.D7,EDE4C.D7,EDB5C.D7,EDE5C.D7,EDB6C.D7,EDE6C.D7,EDB1C.D7,EDE1C.D7
4/28/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/29/2002,97.47,96.90,96.90,96.31,96.31,95.76,95.76,95.32,95.32,97.94,97.94
4/30/2002,97.45,96.88,96.88,96.33,96.33,95.78,95.78,95.34,95.34,97.94,97.94
5/1/2002,97.48,96.90,96.90,96.35,96.35,95.81,95.81,95.39,95.39,97.95,97.95
5/2/2002,97.46,96.85,96.85,96.29,96.29,95.75,95.75,95.34,95.34,97.94,97.94
5/3/2002,97.57,96.97,96.97,96.39,96.39,95.84,95.84,95.41,95.41,97.99,97.99
5/4/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/5/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/6/2002,97.57,96.97,96.97,96.38,96.38,95.83,95.83,95.39,95.39,97.99,97.99
5/7/2002,97.66,97.09,97.09,96.49,96.49,95.90,95.90,95.45,95.45,98.04,98.04
5/8/2002,97.47,96.84,96.84,96.23,96.23,95.67,95.67,95.24,95.24,97.99,97.99
5/9/2002,97.56,96.94,96.94,96.31,96.31,95.74,95.74,95.30,95.30,98.03,98.03
5/10/2002,97.66,97.07,97.07,96.45,96.45,95.87,95.87,95.42,95.42,98.04,98.04
5/11/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/12/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/13/2002,97.61,96.98,96.98,96.36,96.36,95.77,95.77,95.32,95.32,98.02,98.02
5/14/2002,97.48,96.81,96.81,96.18,96.18,95.62,95.62,95.19,95.19,97.99,97.99
5/15/2002,97.53,96.87,96.87,96.24,96.24,95.68,95.68,95.25,95.25,98.00,98.00
5/16/2002,97.60,96.94,96.94,96.33,96.33,95.75,95.75,95.33,95.33,98.02,98.02
5/17/2002,97.52,96.83,96.83,96.20,96.20,95.65,95.65,95.22,95.22,97.99,97.99
5/18/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/19/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/20/2002,97.57,96.92,96.92,96.31,96.31,95.75,95.75,95.34,95.34,98.01,98.01
5/21/2002,97.62,96.99,96.99,96.39,96.39,95.83,95.83,95.41,95.41,98.03,98.03
5/22/2002,97.65,97.04,97.04,96.45,96.45,95.88,95.88,95.46,95.46,98.04,98.04
5/23/2002,97.60,96.98,96.98,96.39,96.39,95.83,95.83,95.42,95.42,98.03,98.03
5/24/2002,97.61,96.99,96.99,96.39,96.39,95.83,95.83,95.41,95.41,98.04,98.04
5/25/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/26/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/27/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/28/2002,97.61,96.99,96.99,96.39,96.39,95.84,95.84,95.41,95.41,98.06,98.06
5/29/2002,97.65,97.06,97.06,96.48,96.48,95.92,95.92,95.51,95.51,98.06,98.06
5/30/2002,97.70,97.14,97.14,96.56,96.56,96.00,96.00,95.59,95.59,98.07,98.07
5/31/2002,97.68,97.09,97.09,96.50,96.50,95.97,95.97,95.57,95.57,98.07,98.07
6/1/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/2/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/3/2002,97.69,96.54,97.12,96.00,96.54,95.60,96.00,95.29,95.60,97.69,98.07
6/4/2002,97.73,96.61,97.19,96.06,96.61,95.65,96.06,95.34,95.65,97.73,98.09
6/5/2002,97.72,96.58,97.17,96.04,96.58,95.62,96.04,95.31,95.62,97.72,98.09
6/6/2002,97.73,96.61,97.19,96.07,96.61,95.65,96.07,95.34,95.65,97.73,98.09
6/7/2002,97.76,96.60,97.20,96.03,96.60,95.60,96.03,95.27,95.60,97.76,98.09
6/8/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/9/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/10/2002,97.77,96.62,97.22,96.04,96.62,95.59,96.04,95.26,95.59,97.77,98.09
6/11/2002,97.84,96.71,97.31,96.13,96.71,95.68,96.13,95.33,95.68,97.84,98.10
6/12/2002,97.84,96.75,97.35,96.17,96.75,95.70,96.17,95.35,95.70,97.84,98.10
6/13/2002,97.88,96.83,97.42,96.24,96.83,95.76,96.24,95.40,95.76,97.88,98.11
6/14/2002,97.92,96.97,97.52,96.38,96.97,95.90,96.38,95.52,95.90,97.92,98.12
6/15/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/16/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/17/2002,97.90,96.95,97.51,96.37,96.95,95.88,96.37,95.51,95.88,97.90,98.12
6/18/2002,97.54,96.99,96.99,96.42,96.42,95.93,95.93,95.55,95.55,97.92,97.92
6/19/2002,97.64,97.17,97.17,96.61,96.61,96.14,96.14,95.76,95.76,97.96,97.96
6/20/2002,97.54,97.03,97.03,96.44,96.44,95.96,95.96,95.59,95.59,97.92,97.92
6/21/2002,97.63,97.15,97.15,96.57,96.57,96.05,96.05,95.68,95.68,97.95,97.95
6/22/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/23/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/24/2002,97.62,97.12,97.12,96.52,96.52,95.99,95.99,95.60,95.60,97.96,97.96
6/25/2002,97.67,97.18,97.18,96.56,96.56,96.01,96.01,95.59,95.59,97.97,97.97
6/26/2002,97.77,97.37,97.37,96.77,96.77,96.20,96.20,#N/A,#N/A,98.07,98.07
6/27/2002,97.72,97.25,97.25,96.63,96.63,96.06,96.06,95.63,95.63,98.05,98.05
6/28/2002,97.73,97.25,97.25,96.62,96.62,96.04,96.04,95.62,95.62,98.05,98.05
6/29/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/30/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/1/2002,97.74,97.29,97.29,96.67,96.67,96.10,96.10,95.67,95.67,98.04,98.04
7/2/2002,97.79,97.38,97.38,96.81,96.81,96.24,96.24,95.80,95.80,98.07,98.07
7/3/2002,97.78,97.38,97.38,96.82,96.82,96.26,96.26,95.82,95.82,98.08,98.08
7/4/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/2002,97.70,97.22,97.22,96.62,96.62,96.07,96.07,95.65,95.65,98.04,98.04
7/6/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/7/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/8/2002,97.74,97.33,97.33,96.76,96.76,96.20,96.20,95.76,95.76,98.06,98.06
7/9/2002,97.84,97.46,97.46,96.92,96.92,96.36,96.36,95.91,95.91,98.08,98.08
7/10/2002,97.89,97.58,97.58,97.09,97.09,96.54,96.54,96.10,96.10,98.11,98.11
7/11/2002,97.89,97.61,97.61,97.14,97.14,96.60,96.60,96.16,96.16,98.11,98.11
7/12/2002,97.94,97.69,97.69,97.23,97.23,96.69,96.69,96.23,96.23,98.13,98.13
7/13/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/14/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/15/2002,97.98,97.73,97.73,97.29,97.29,96.76,96.76,96.27,96.27,98.17,98.17
7/16/2002,97.90,97.58,97.58,97.09,97.09,96.54,96.54,96.05,96.05,98.13,98.13
7/17/2002,97.94,97.64,97.64,97.16,97.16,96.61,96.61,96.10,96.10,98.13,98.13
7/18/2002,97.95,97.68,97.68,97.24,97.24,96.69,96.69,96.18,96.18,98.13,98.13
7/19/2002,97.98,97.72,97.72,97.28,97.28,96.75,96.75,96.26,96.26,98.15,98.15
7/20/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/21/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/22/2002,98.07,97.82,97.82,97.39,97.39,96.88,96.88,96.40,96.40,98.18,98.18
7/23/2002,98.11,97.88,97.88,97.45,97.45,96.93,96.93,96.45,96.45,98.22,98.22
7/24/2002,98.10,97.84,97.84,97.42,97.42,96.92,96.92,96.45,96.45,98.22,98.22
7/25/2002,98.16,97.93,97.93,97.53,97.53,97.02,97.02,96.55,96.55,98.24,98.24
7/26/2002,98.17,97.96,97.96,97.60,97.60,97.11,97.11,96.64,96.64,98.24,98.24
7/27/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/28/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/29/2002,98.05,97.75,97.75,97.35,97.35,96.88,96.88,96.41,96.41,98.17,98.17
7/30/2002,98.04,97.71,97.71,97.30,97.30,96.82,96.82,96.37,96.37,98.17,98.17
7/31/2002,98.14,97.93,97.93,97.55,97.55,97.08,97.08,96.62,96.62,98.21,98.21
8/1/2002,98.20,98.00,98.00,97.66,97.66,97.22,97.22,96.76,96.76,98.25,98.25
8/2/2002,98.31,98.17,98.17,97.88,97.88,97.46,97.46,96.98,96.98,98.31,98.31
8/3/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/4/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/5/2002,98.34,98.23,98.23,97.97,97.97,97.56,97.56,97.11,97.11,98.33,98.33
8/6/2002,98.30,98.12,98.12,97.78,97.78,97.34,97.34,96.88,96.88,98.30,98.30
8/7/2002,98.38,98.27,98.27,97.95,97.95,97.52,97.52,97.05,97.05,98.35,98.35
8/8/2002,98.38,98.27,98.27,97.95,97.95,97.52,97.52,97.05,97.05,98.35,98.35
8/9/2002,98.33,98.19,98.19,97.83,97.83,97.38,97.38,96.93,96.93,98.31,98.31
8/10/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/11/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/12/2002,98.32,98.15,98.15,97.82,97.82,97.39,97.39,96.94,96.94,98.30,98.30
8/13/2002,98.40,98.29,98.29,97.99,97.99,97.58,97.58,97.11,97.11,98.32,98.32
8/14/2002,98.31,98.16,98.16,97.85,97.85,97.46,97.46,97.01,97.01,98.28,98.28
8/15/2002,98.29,98.08,98.08,97.71,97.71,97.29,97.29,96.85,96.85,98.28,98.28
8/16/2002,98.25,98.00,98.00,97.61,97.61,97.17,97.17,96.75,96.75,98.23,98.23
8/17/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/18/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/19/2002,98.25,98.04,98.04,97.64,97.64,97.20,97.20,96.77,96.77,98.22,98.22
8/20/2002,98.30,98.14,98.14,97.80,97.80,97.37,97.37,96.96,96.96,98.25,98.25
8/21/2002,98.26,98.11,98.11,97.80,97.80,97.39,97.39,96.97,96.97,98.23,98.23
8/22/2002,98.22,98.01,98.01,97.66,97.66,97.27,97.27,96.88,96.88,98.21,98.21
8/23/2002,98.23,98.06,98.06,97.73,97.73,97.36,97.36,96.98,96.98,98.21,98.21
8/24/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/25/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/26/2002,98.23,98.07,98.07,97.76,97.76,97.37,97.37,97.00,97.00,98.20,98.20
8/27/2002,98.17,97.98,97.98,97.68,97.68,97.29,97.29,96.91,96.91,98.18,98.18
8/28/2002,98.20,98.04,98.04,97.74,97.74,97.35,97.35,96.98,96.98,98.19,98.19
8/29/2002,98.24,98.10,98.10,97.82,97.82,97.45,97.45,97.07,97.07,98.20,98.20
8/30/2002,98.22,98.06,98.06,97.79,97.79,97.43,97.43,97.05,97.05,98.19,98.19
8/31/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/1/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/2/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/3/2002,98.34,98.01,98.25,97.65,98.01,97.29,97.65,96.99,97.29,98.34,98.23
9/4/2002,98.33,98.00,98.25,97.64,98.00,97.28,97.64,96.98,97.28,98.33,98.23
9/5/2002,98.39,98.10,98.32,97.74,98.10,97.38,97.74,97.06,97.38,98.39,98.26
9/6/2002,98.28,97.93,98.17,97.58,97.93,97.22,97.58,96.89,97.22,98.28,98.19
9/7/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/8/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/9/2002,98.22,97.83,98.08,97.48,97.83,97.13,97.48,96.82,97.13,98.22,98.18
9/10/2002,98.23,97.82,98.09,97.46,97.82,97.11,97.46,96.80,97.11,98.23,98.19
9/11/2002,98.20,97.73,98.03,97.37,97.73,97.02,97.37,96.72,97.02,98.20,98.18
9/12/2002,98.23,97.83,98.11,97.48,97.83,97.14,97.48,96.84,97.14,98.23,98.18
9/13/2002,98.24,97.90,98.14,97.55,97.90,97.21,97.55,96.92,97.21,98.24,98.18
9/14/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/15/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/16/2002,98.23,97.87,98.12,97.54,97.87,97.21,97.54,96.93,97.21,98.23,98.18
9/17/2002,98.13,97.88,97.88,97.55,97.55,97.21,97.21,96.93,96.93,98.23,98.23
9/18/2002,98.13,97.89,97.89,97.57,97.57,97.23,97.23,96.93,96.93,98.25,98.25
9/19/2002,98.26,98.02,98.02,97.68,97.68,97.34,97.34,97.03,97.03,98.31,98.31
9/20/2002,98.26,98.01,98.01,97.67,97.67,97.31,97.31,96.99,96.99,98.33,98.33
9/21/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/22/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/23/2002,98.28,98.05,98.05,97.71,97.71,97.35,97.35,97.03,97.03,98.34,98.34
9/24/2002,98.31,98.09,98.09,97.75,97.75,97.37,97.37,97.04,97.04,98.36,98.36
9/25/2002,98.25,98.03,98.03,97.69,97.69,97.31,97.31,96.97,96.97,98.34,98.34
9/26/2002,98.30,98.09,98.09,97.75,97.75,97.37,97.37,97.01,97.01,98.36,98.36
9/27/2002,98.41,98.24,98.24,97.92,97.92,97.53,97.53,97.17,97.17,98.41,98.41
9/28/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/29/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/30/2002,98.50,98.34,98.34,98.02,98.02,97.64,97.64,97.31,97.31,98.51,98.51
10/1/2002,98.44,98.25,98.25,97.94,97.94,97.57,97.57,97.22,97.22,98.48,98.48
10/2/2002,98.44,98.26,98.26,97.97,97.97,97.59,97.59,97.25,97.25,98.48,98.48
10/3/2002,98.44,98.26,98.26,97.96,97.96,97.61,97.61,97.28,97.28,98.48,98.48
10/4/2002,98.38,98.18,98.18,97.88,97.88,97.56,97.56,97.24,97.24,98.41,98.41
10/5/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/6/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/7/2002,98.39,98.21,98.21,97.92,97.92,97.59,97.59,97.27,97.27,98.40,98.40
10/8/2002,98.34,98.16,98.16,97.89,97.89,97.55,97.55,97.23,97.23,98.37,98.37
10/9/2002,98.42,98.26,98.26,98.01,98.01,97.67,97.67,97.35,97.35,98.41,98.41
10/10/2002,98.38,98.23,98.23,97.98,97.98,97.66,97.66,97.34,97.34,98.38,98.38
10/11/2002,98.28,98.12,98.12,97.87,97.87,97.58,97.58,97.26,97.26,98.30,98.30
10/12/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/13/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/14/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/15/2002,98.14,97.92,97.92,97.65,97.65,97.35,97.35,97.05,97.05,98.22,98.22
10/16/2002,98.17,97.96,97.96,97.68,97.68,97.36,97.36,97.01,97.01,98.25,98.25
10/17/2002,98.17,97.94,97.94,97.62,97.62,97.27,97.27,96.91,96.91,98.25,98.25
10/18/2002,98.17,97.93,97.93,97.61,97.61,97.25,97.25,96.89,96.89,98.26,98.26
10/19/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/20/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/21/2002,98.11,97.82,97.82,97.47,97.47,97.11,97.11,96.73,96.73,98.23,98.23
10/22/2002,98.13,97.85,97.85,97.48,97.48,97.10,97.10,96.74,96.74,98.23,98.23
10/23/2002,98.19,97.91,97.91,97.54,97.54,97.15,97.15,96.78,96.78,98.26,98.26
10/24/2002,98.25,98.01,98.01,97.68,97.68,97.30,97.30,96.92,96.92,98.29,98.29
10/25/2002,98.32,98.12,98.12,97.80,97.80,97.42,97.42,97.05,97.05,98.36,98.36
10/26/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/27/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/28/2002,98.42,98.24,98.24,97.93,97.93,97.53,97.53,97.14,97.14,98.44,98.44
10/29/2002,98.54,98.39,98.39,98.09,98.09,97.70,97.70,97.31,97.31,98.53,98.53
10/30/2002,98.55,98.40,98.40,98.14,98.14,97.77,97.77,97.38,97.38,98.53,98.53
10/31/2002,98.56,98.42,98.42,98.17,98.17,97.83,97.83,97.45,97.45,98.55,98.55
11/1/2002,98.56,98.39,98.39,98.13,98.13,97.79,97.79,97.40,97.40,98.55,98.55
11/2/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/4/2002,98.55,98.38,98.38,98.11,98.11,97.76,97.76,97.36,97.36,98.54,98.54
11/5/2002,98.54,98.38,98.38,98.10,98.10,97.73,97.73,97.31,97.31,98.54,98.54
11/6/2002,98.62,98.40,98.40,98.07,98.07,97.69,97.69,97.25,97.25,98.64,98.64
11/7/2002,98.61,98.39,98.39,98.07,98.07,97.68,97.68,97.26,97.26,98.63,98.63
11/8/2002,98.60,98.38,98.38,98.06,98.06,97.70,97.70,97.29,97.29,98.63,98.63
11/9/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/10/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/11/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/12/2002,98.61,98.39,98.39,98.09,98.09,97.74,97.74,97.35,97.35,98.63,98.63
11/13/2002,98.59,98.39,98.39,98.11,98.11,97.77,97.77,97.38,97.38,98.61,98.61
11/14/2002,98.54,98.28,98.28,97.94,97.94,97.57,97.57,97.18,97.18,98.59,98.59
11/15/2002,98.54,98.28,98.28,97.93,97.93,97.55,97.55,97.16,97.16,98.59,98.59
11/16/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/17/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/18/2002,98.55,98.31,98.31,97.96,97.96,97.59,97.59,97.21,97.21,98.59,98.59
11/19/2002,98.56,98.33,98.33,97.99,97.99,97.61,97.61,97.22,97.22,98.59,98.59
11/20/2002,98.51,98.23,98.23,97.87,97.87,97.48,97.48,97.08,97.08,98.58,98.58
11/21/2002,98.49,98.19,98.19,97.80,97.80,97.39,97.39,96.99,96.99,98.57,98.57
11/22/2002,98.49,98.17,98.17,97.77,97.77,97.35,97.35,96.94,96.94,98.58,98.58
11/23/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2002,98.51,98.20,98.20,97.81,97.81,97.39,97.39,96.97,96.97,98.58,98.58
11/26/2002,98.57,98.31,98.31,97.95,97.95,97.52,97.52,97.09,97.09,98.59,98.59
11/27/2002,98.49,98.19,98.19,97.78,97.78,97.33,97.33,96.90,96.90,98.58,98.58
11/28/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2002,98.52,98.26,98.26,97.86,97.86,97.42,97.42,96.99,96.99,98.58,98.58
11/30/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2002,98.51,97.86,98.24,97.43,97.86,96.99,97.43,96.58,96.99,98.51,98.58
12/3/2002,98.51,97.88,98.25,97.44,97.88,97.00,97.44,96.60,97.00,98.51,98.58
12/4/2002,98.53,97.95,98.29,97.53,97.95,97.09,97.53,96.69,97.09,98.53,98.59
12/5/2002,98.54,97.99,98.32,97.59,97.99,97.18,97.59,96.79,97.18,98.54,98.59
12/6/2002,98.58,98.09,98.40,97.72,98.09,97.32,97.72,96.93,97.32,98.58,98.60
12/7/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2002,98.58,98.11,98.40,97.75,98.11,97.37,97.75,96.98,97.37,98.58,98.60
12/10/2002,98.58,98.09,98.39,97.72,98.09,97.33,97.72,96.95,97.33,98.58,98.60
12/11/2002,98.59,98.15,98.42,97.80,98.15,97.41,97.80,97.02,97.41,98.59,98.60
12/12/2002,98.60,98.18,98.44,97.83,98.18,97.43,97.83,97.04,97.43,98.60,98.60
12/13/2002,98.59,98.16,98.44,97.80,98.16,97.40,97.80,97.00,97.40,98.59,98.59
12/14/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/15/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2002,98.58,98.13,98.42,97.74,98.13,97.34,97.74,96.92,97.34,98.58,98.59
12/17/2002,98.46,98.18,98.18,97.80,97.80,97.40,97.40,96.98,96.98,98.60,98.60
12/18/2002,98.52,98.27,98.27,97.91,97.91,97.51,97.51,97.10,97.10,98.63,98.63
12/19/2002,98.55,98.31,98.31,97.98,97.98,97.61,97.61,97.20,97.20,98.64,98.64
12/20/2002,98.54,98.29,98.29,97.96,97.96,97.61,97.61,97.21,97.21,98.63,98.63
12/21/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/22/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2002,98.53,98.29,98.29,97.96,97.96,97.60,97.60,97.20,97.20,98.63,98.63
12/24/2002,98.58,98.38,98.38,98.07,98.07,97.71,97.71,97.32,97.32,98.65,98.65
12/25/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/2002,98.59,98.39,98.39,98.10,98.10,97.75,97.75,97.34,97.34,98.66,98.66
12/27/2002,98.64,98.49,98.49,98.22,98.22,97.90,97.90,97.53,97.53,98.67,98.67
12/28/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/29/2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/30/2002,98.64,98.48,98.48,98.22,98.22,97.91,97.91,97.56,97.56,98.68,98.68
12/31/2002,98.64,98.48,98.48,98.23,98.23,97.89,97.89,97.51,97.51,98.68,98.68
1/1/2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2003,98.51,98.30,98.30,98.00,98.00,97.64,97.64,97.25,97.25,98.64,98.64
1/3/2003,98.53,98.31,98.31,98.00,98.00,97.64,97.64,97.24,97.24,98.64,98.64
1/4/2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/5/2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/6/2003,98.52,98.27,98.27,97.95,97.95,97.59,97.59,97.21,97.21,98.63,98.63
