Mnemonic,FFB2C.D7,FFE2C.D7,FFB3C.D7,FFE3C.D7,FFB4C.D7,FFE4C.D7,FFB5C.D7,FFE5C.D7,FFB6C.D7,FFE6C.D7,FFB7C.D7,FFE7C.D7,FFB1C.D7,FFE1C.D7
1/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/1992,96.06,96.04,96.06,96.06,96.06,96.06,96.05,96.06,95.98,96.05,95.90,95.98,96.04,95.97
1/14/1992,96.04,96.03,96.04,96.04,96.04,96.04,96.00,96.04,95.95,96.00,95.82,95.95,96.03,95.96
1/15/1992,96.03,96.03,96.02,96.03,96.00,96.02,95.95,96.00,95.90,95.95,95.77,95.90,96.03,95.96
1/16/1992,96.03,96.03,96.01,96.03,96.01,96.01,95.94,96.01,95.90,95.94,95.78,95.90,96.03,95.95
1/17/1992,96.04,96.04,96.02,96.04,96.00,96.02,96.00,96.00,95.96,96.00,95.84,95.96,96.04,95.99
1/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/20/1992,96.03,96.04,96.03,96.03,96.02,96.03,96.01,96.02,95.96,96.01,95.84,95.96,96.04,95.99
1/21/1992,96.06,96.06,96.07,96.06,96.04,96.07,96.02,96.04,95.98,96.02,95.90,95.98,96.06,95.99
1/22/1992,96.05,96.05,96.06,96.05,96.05,96.06,96.00,96.05,95.96,96.00,95.87,95.96,96.05,95.99
1/23/1992,96.05,96.05,96.05,96.05,96.04,96.05,95.98,96.04,95.93,95.98,95.84,95.93,96.05,95.98
1/24/1992,96.03,96.03,96.03,96.03,96.02,96.03,95.97,96.02,95.91,95.97,95.80,95.91,96.03,96.00
1/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/27/1992,96.03,96.02,96.02,96.03,96.02,96.02,95.96,96.02,95.90,95.96,95.78,95.90,96.02,95.99
1/28/1992,96.06,96.03,96.05,96.06,96.05,96.05,95.99,96.05,95.94,95.99,95.83,95.94,96.03,95.98
1/29/1992,96.03,96.02,96.03,96.03,96.01,96.03,95.97,96.01,95.90,95.97,95.80,95.90,96.02,95.99
1/30/1992,96.03,96.01,96.04,96.03,96.01,96.04,95.97,96.01,95.91,95.97,95.77,95.91,96.01,95.99
1/31/1992,96.03,96.01,96.05,96.03,96.03,96.05,95.98,96.03,95.92,95.98,95.80,95.92,96.01,95.97
2/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/2/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/1992,96.05,96.03,96.03,96.05,95.97,96.03,95.90,95.97,95.80,95.90,95.70,95.80,96.03,96.00
2/4/1992,96.06,96.04,96.06,96.06,96.00,96.06,95.95,96.00,95.84,95.95,95.73,95.84,96.04,96.02
2/5/1992,96.08,96.05,96.07,96.08,96.02,96.07,95.95,96.02,95.84,95.95,95.73,95.84,96.05,96.02
2/6/1992,96.09,96.07,96.07,96.09,96.02,96.07,95.96,96.02,95.87,95.96,95.74,95.87,96.07,96.03
2/7/1992,96.19,96.18,96.16,96.19,96.15,96.16,96.12,96.15,96.04,96.12,95.90,96.04,96.18,96.09
2/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/10/1992,96.20,96.19,96.17,96.20,96.16,96.17,96.13,96.16,96.08,96.13,95.94,96.08,96.19,96.09
2/11/1992,96.15,96.14,96.13,96.15,96.12,96.13,96.09,96.12,96.05,96.09,95.90,96.05,96.14,96.05
2/12/1992,96.15,96.14,96.12,96.15,96.10,96.12,96.06,96.10,96.01,96.06,95.86,96.01,96.14,96.04
2/13/1992,96.05,96.05,96.03,96.05,95.98,96.03,95.94,95.98,95.83,95.94,95.70,95.83,96.05,96.01
2/14/1992,96.05,96.03,96.03,96.05,95.97,96.03,95.91,95.97,95.81,95.91,95.68,95.81,96.03,95.98
2/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/16/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/17/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/1992,96.03,96.00,96.02,96.03,95.95,96.02,95.89,95.95,95.79,95.89,95.67,95.79,96.00,95.96
2/19/1992,96.04,95.97,96.02,96.04,95.96,96.02,95.90,95.96,95.81,95.90,95.70,95.81,95.97,95.94
2/20/1992,96.02,95.95,96.00,96.02,95.94,96.00,95.86,95.94,95.79,95.86,95.67,95.79,95.95,95.93
2/21/1992,95.97,95.94,95.89,95.97,95.83,95.89,95.76,95.83,95.67,95.76,95.52,95.67,95.94,95.94
2/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/23/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/1992,95.96,95.94,95.90,95.96,95.82,95.90,95.74,95.82,95.65,95.74,95.51,95.65,95.94,95.93
2/25/1992,96.00,95.97,95.93,96.00,95.85,95.93,95.80,95.85,95.70,95.80,95.56,95.70,95.97,95.94
2/26/1992,96.01,96.00,95.98,96.01,95.90,95.98,95.86,95.90,95.80,95.86,95.65,95.80,96.00,95.94
2/27/1992,96.01,95.99,96.01,96.01,95.93,96.01,95.90,95.93,95.83,95.90,95.69,95.83,95.99,95.95
2/28/1992,96.03,96.02,96.03,96.03,95.95,96.03,95.91,95.95,95.84,95.91,95.72,95.84,96.02,95.95
2/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/1992,95.95,95.98,95.84,95.95,95.80,95.84,95.74,95.80,95.60,95.74,95.45,95.60,95.98,95.97
3/3/1992,95.95,95.98,95.86,95.95,95.80,95.86,95.71,95.80,95.58,95.71,95.44,95.58,95.98,95.96
3/4/1992,95.93,95.98,95.84,95.93,95.78,95.84,95.70,95.78,95.55,95.70,95.42,95.55,95.98,95.95
3/5/1992,95.90,95.95,95.81,95.90,95.71,95.81,95.56,95.71,95.43,95.56,95.33,95.43,95.95,95.93
3/6/1992,95.90,95.96,95.82,95.90,95.72,95.82,95.61,95.72,95.45,95.61,95.35,95.45,95.96,95.95
3/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/1992,95.91,95.96,95.86,95.91,95.76,95.86,95.65,95.76,95.49,95.65,95.38,95.49,95.96,95.95
3/10/1992,95.91,95.96,95.85,95.91,95.76,95.85,95.63,95.76,95.49,95.63,95.38,95.49,95.96,95.95
3/11/1992,95.90,95.97,95.83,95.90,95.74,95.83,95.60,95.74,95.46,95.60,95.35,95.46,95.97,95.95
3/12/1992,95.87,95.96,95.77,95.87,95.66,95.77,95.50,95.66,95.38,95.50,95.27,95.38,95.96,95.95
3/13/1992,95.85,95.94,95.72,95.85,95.57,95.72,95.42,95.57,95.28,95.42,95.16,95.28,95.94,95.95
3/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/16/1992,95.87,95.93,95.75,95.87,95.60,95.75,95.45,95.60,95.29,95.45,95.17,95.29,95.93,95.94
3/17/1992,95.88,95.94,95.79,95.88,95.66,95.79,95.51,95.66,95.35,95.51,95.21,95.35,95.94,95.94
3/18/1992,95.89,95.95,95.79,95.89,95.66,95.79,95.51,95.66,95.35,95.51,95.25,95.35,95.95,95.95
3/19/1992,95.91,95.96,95.82,95.91,95.68,95.82,95.54,95.68,95.37,95.54,95.25,95.37,95.96,95.94
3/20/1992,95.90,95.96,95.79,95.90,95.63,95.79,95.46,95.63,95.31,95.46,95.19,95.31,95.96,95.95
3/21/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/1992,95.93,95.96,95.81,95.93,95.65,95.81,95.50,95.65,95.34,95.50,95.22,95.34,95.96,95.95
3/24/1992,95.95,95.98,95.86,95.95,95.73,95.86,95.56,95.73,95.41,95.56,95.30,95.41,95.98,95.97
3/25/1992,95.95,95.98,95.88,95.95,95.78,95.88,95.63,95.78,95.47,95.63,95.36,95.47,95.98,95.97
3/26/1992,95.94,95.97,95.86,95.94,95.76,95.86,95.62,95.76,95.45,95.62,95.34,95.45,95.97,95.98
3/27/1992,95.94,95.97,95.88,95.94,95.78,95.88,95.65,95.78,95.48,95.65,95.37,95.48,95.97,95.99
3/28/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/30/1992,95.94,95.97,95.88,95.94,95.80,95.88,95.66,95.80,95.49,95.66,95.38,95.49,95.97,96.00
3/31/1992,95.94,95.97,95.88,95.94,95.80,95.88,95.67,95.80,95.50,95.67,95.39,95.50,95.97,96.00
4/1/1992,95.90,95.95,95.84,95.90,95.74,95.84,95.58,95.74,95.46,95.58,95.29,95.46,95.95,95.96
4/2/1992,95.90,95.94,95.84,95.90,95.74,95.84,95.59,95.74,95.49,95.59,95.31,95.49,95.94,95.95
4/3/1992,95.96,95.98,95.92,95.96,95.86,95.92,95.73,95.86,95.63,95.73,95.48,95.63,95.98,95.97
4/4/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/1992,95.96,95.98,95.90,95.96,95.86,95.90,95.74,95.86,95.65,95.74,95.53,95.65,95.98,95.98
4/7/1992,96.00,96.01,95.92,96.00,95.89,95.92,95.79,95.89,95.69,95.79,95.57,95.69,96.01,96.00
4/8/1992,96.01,96.02,95.95,96.01,95.92,95.95,95.82,95.92,95.74,95.82,95.62,95.74,96.02,96.00
4/9/1992,96.22,96.23,96.20,96.22,96.19,96.20,96.13,96.19,96.03,96.13,95.94,96.03,96.23,96.17
4/10/1992,96.21,96.24,96.20,96.21,96.17,96.20,96.08,96.17,96.00,96.08,95.86,96.00,96.24,96.16
4/11/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/13/1992,96.22,96.23,96.20,96.22,96.19,96.20,96.13,96.19,96.03,96.13,95.94,96.03,96.23,96.17
4/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/15/1992,96.25,96.26,96.23,96.25,96.18,96.23,96.09,96.18,95.99,96.09,95.87,95.99,96.26,96.18
4/16/1992,96.22,96.24,96.20,96.22,96.12,96.20,96.02,96.12,95.90,96.02,95.77,95.90,96.24,96.18
4/17/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/20/1992,96.20,96.22,96.18,96.20,96.09,96.18,95.97,96.09,95.86,95.97,95.72,95.86,96.22,96.23
4/21/1992,96.21,96.23,96.18,96.21,96.09,96.18,95.98,96.09,95.88,95.98,95.74,95.88,96.23,96.23
4/22/1992,96.21,96.23,96.19,96.21,96.11,96.19,96.00,96.11,95.89,96.00,95.75,95.89,96.23,96.24
4/23/1992,96.20,96.22,96.18,96.20,96.10,96.18,96.00,96.10,95.87,96.00,95.71,95.87,96.22,96.23
4/24/1992,96.25,96.25,96.21,96.25,96.13,96.21,96.05,96.13,95.94,96.05,95.79,95.94,96.25,96.24
4/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/27/1992,96.23,96.23,96.19,96.23,96.12,96.19,96.01,96.12,95.91,96.01,95.76,95.91,96.23,96.24
4/28/1992,96.24,96.24,96.20,96.24,96.14,96.20,96.04,96.14,95.93,96.04,95.78,95.93,96.24,96.24
4/29/1992,96.23,96.24,96.19,96.23,96.14,96.19,96.04,96.14,95.92,96.04,95.78,95.92,96.24,96.25
4/30/1992,96.23,96.24,96.19,96.23,96.12,96.19,96.01,96.12,95.91,96.01,95.76,95.91,96.24,96.26
5/1/1992,96.25,96.29,96.19,96.25,96.10,96.19,95.99,96.10,95.85,95.99,95.55,95.85,96.29,96.29
5/2/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/3/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/4/1992,96.25,96.30,96.20,96.25,96.13,96.20,96.04,96.13,95.87,96.04,95.57,95.87,96.30,96.29
5/5/1992,96.25,96.30,96.22,96.25,96.15,96.22,96.06,96.15,95.89,96.06,95.59,95.89,96.30,96.28
5/6/1992,96.29,96.32,96.25,96.29,96.18,96.25,96.10,96.18,95.95,96.10,95.65,95.95,96.32,96.31
5/7/1992,96.27,96.31,96.22,96.27,96.13,96.22,96.05,96.13,95.90,96.05,95.60,95.90,96.31,96.29
5/8/1992,96.28,96.30,96.23,96.28,96.16,96.23,96.07,96.16,95.91,96.07,95.68,95.91,96.30,96.27
5/9/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/10/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/11/1992,96.29,96.31,96.25,96.29,96.17,96.25,96.10,96.17,95.92,96.10,95.69,95.92,96.31,96.27
5/12/1992,96.31,96.31,96.27,96.31,96.20,96.27,96.15,96.20,95.98,96.15,95.73,95.98,96.31,96.28
5/13/1992,96.35,96.36,96.32,96.35,96.25,96.32,96.18,96.25,96.01,96.18,95.76,96.01,96.36,96.32
5/14/1992,96.32,96.33,96.29,96.32,96.22,96.29,96.16,96.22,96.02,96.16,95.77,96.02,96.33,96.25
5/15/1992,96.30,96.30,96.27,96.30,96.20,96.27,96.15,96.20,96.01,96.15,95.75,96.01,96.30,96.23
5/16/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/17/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/18/1992,96.30,96.30,96.27,96.30,96.20,96.27,96.15,96.20,96.00,96.15,95.75,96.00,96.30,96.23
5/19/1992,96.38,96.38,96.38,96.38,96.30,96.38,96.25,96.30,96.12,96.25,95.88,96.12,96.38,96.23
5/20/1992,96.32,96.33,96.31,96.32,96.25,96.31,96.21,96.25,96.06,96.21,95.84,96.06,96.33,96.23
5/21/1992,96.25,96.26,96.21,96.25,96.16,96.21,96.09,96.16,95.96,96.09,95.75,95.96,96.26,96.21
5/22/1992,96.26,96.26,96.23,96.26,96.18,96.23,96.12,96.18,95.98,96.12,95.79,95.98,96.26,96.22
5/23/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/24/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/26/1992,96.23,96.22,96.18,96.23,96.10,96.18,96.03,96.10,95.88,96.03,95.67,95.88,96.22,96.19
5/27/1992,96.24,96.23,96.20,96.24,96.12,96.20,96.05,96.12,95.92,96.05,95.72,95.92,96.23,96.18
5/28/1992,96.25,96.24,96.21,96.25,96.12,96.21,96.05,96.12,95.95,96.05,95.74,95.95,96.24,96.18
5/29/1992,96.25,96.23,96.21,96.25,96.12,96.21,96.07,96.12,95.98,96.07,95.76,95.98,96.23,96.18
5/30/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/31/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/1/1992,96.19,96.22,96.09,96.19,96.01,96.09,95.91,96.01,95.68,95.91,95.50,95.68,96.22,96.21
6/2/1992,96.19,96.22,96.09,96.19,96.02,96.09,95.91,96.02,95.68,95.91,95.50,95.68,96.22,96.21
6/3/1992,96.23,96.26,96.14,96.23,96.04,96.14,95.92,96.04,95.70,95.92,95.52,95.70,96.26,96.23
6/4/1992,96.22,96.24,96.11,96.22,96.03,96.11,95.93,96.03,95.67,95.93,95.49,95.67,96.24,96.22
6/5/1992,96.24,96.26,96.16,96.24,96.10,96.16,96.00,96.10,95.71,96.00,95.53,95.71,96.26,96.24
6/6/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/8/1992,96.24,96.26,96.17,96.24,96.10,96.17,95.99,96.10,95.71,95.99,95.53,95.71,96.26,96.25
6/9/1992,96.25,96.26,96.19,96.25,96.10,96.19,95.99,96.10,95.73,95.99,95.55,95.73,96.26,96.25
6/10/1992,96.24,96.26,96.18,96.24,96.10,96.18,95.97,96.10,95.71,95.97,95.52,95.71,96.26,96.25
6/11/1992,96.26,96.28,96.19,96.26,96.11,96.19,95.99,96.11,95.73,95.99,95.50,95.73,96.28,96.25
6/12/1992,96.27,96.28,96.22,96.27,96.14,96.22,96.02,96.14,95.76,96.02,95.53,95.76,96.28,96.27
6/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/15/1992,96.27,96.28,96.22,96.27,96.16,96.22,96.04,96.16,95.78,96.04,95.56,95.78,96.28,96.26
6/16/1992,96.28,96.28,96.23,96.28,96.17,96.23,96.07,96.17,95.79,96.07,95.54,95.79,96.28,96.27
6/17/1992,96.30,96.29,96.24,96.30,96.18,96.24,96.08,96.18,95.80,96.08,95.56,95.80,96.29,96.27
6/18/1992,96.30,96.29,96.26,96.30,96.22,96.26,96.12,96.22,95.88,96.12,95.63,95.88,96.29,96.27
6/19/1992,96.27,96.27,96.20,96.27,96.16,96.20,96.06,96.16,95.80,96.06,95.55,95.80,96.27,96.27
6/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/21/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/22/1992,96.27,96.27,96.21,96.27,96.17,96.21,96.07,96.17,95.82,96.07,95.57,95.82,96.27,96.25
6/23/1992,96.27,96.27,96.20,96.27,96.16,96.20,96.06,96.16,95.80,96.06,95.55,95.80,96.27,96.25
6/24/1992,96.33,96.32,96.28,96.33,96.24,96.28,96.14,96.24,95.88,96.14,95.63,95.88,96.32,96.27
6/25/1992,96.34,96.32,96.30,96.34,96.27,96.30,96.19,96.27,95.92,96.19,95.67,95.92,96.32,96.27
6/26/1992,96.34,96.32,96.31,96.34,96.28,96.31,96.20,96.28,95.93,96.20,95.68,95.93,96.32,96.26
6/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/28/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/29/1992,96.39,96.33,96.37,96.39,96.33,96.37,96.28,96.33,96.00,96.28,95.75,96.00,96.33,96.26
6/30/1992,96.38,96.33,96.36,96.38,96.32,96.36,96.26,96.32,95.99,96.26,95.77,95.99,96.33,96.26
7/1/1992,96.36,96.38,96.33,96.36,96.27,96.33,96.03,96.27,95.81,96.03,95.87,95.81,96.38,96.33
7/2/1992,96.68,96.70,96.64,96.68,96.60,96.64,96.35,96.60,96.10,96.35,96.15,96.10,96.70,96.67
7/3/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/4/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/6/1992,96.69,96.71,96.67,96.69,96.63,96.67,96.38,96.63,96.15,96.38,96.22,96.15,96.71,96.70
7/7/1992,96.70,96.72,96.69,96.70,96.65,96.69,96.43,96.65,96.17,96.43,96.24,96.17,96.72,96.72
7/8/1992,96.72,96.73,96.69,96.72,96.66,96.69,96.44,96.66,96.18,96.44,96.25,96.18,96.73,96.71
7/9/1992,96.74,96.74,96.71,96.74,96.67,96.71,96.46,96.67,96.19,96.46,96.28,96.19,96.74,96.70
7/10/1992,96.75,96.76,96.72,96.75,96.68,96.72,96.47,96.68,96.23,96.47,96.31,96.23,96.76,96.71
7/11/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/13/1992,96.76,96.76,96.72,96.76,96.68,96.72,96.47,96.68,96.23,96.47,96.33,96.23,96.76,96.71
7/14/1992,96.79,96.78,96.76,96.79,96.72,96.76,96.51,96.72,96.30,96.51,96.41,96.30,96.78,96.72
7/15/1992,96.82,96.80,96.80,96.82,96.75,96.80,96.55,96.75,96.35,96.55,96.46,96.35,96.80,96.71
7/16/1992,96.82,96.79,96.80,96.82,96.76,96.80,96.59,96.76,96.37,96.59,96.48,96.37,96.79,96.72
7/17/1992,96.80,96.78,96.79,96.80,96.74,96.79,96.57,96.74,96.36,96.57,96.47,96.36,96.78,96.72
7/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/20/1992,96.80,96.78,96.79,96.80,96.74,96.79,96.58,96.74,96.38,96.58,96.48,96.38,96.78,96.72
7/21/1992,96.79,96.77,96.77,96.79,96.74,96.77,96.56,96.74,96.37,96.56,96.47,96.37,96.77,96.72
7/22/1992,96.79,96.77,96.78,96.79,96.74,96.78,96.57,96.74,96.38,96.57,96.48,96.38,96.77,96.73
7/23/1992,96.80,96.78,96.79,96.80,96.75,96.79,96.58,96.75,96.41,96.58,96.51,96.41,96.78,96.73
7/24/1992,96.80,96.78,96.79,96.80,96.75,96.79,96.58,96.75,96.41,96.58,96.51,96.41,96.78,96.74
7/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/27/1992,96.79,96.77,96.78,96.79,96.74,96.78,96.57,96.74,96.40,96.57,96.50,96.40,96.77,96.74
7/28/1992,96.80,96.77,96.79,96.80,96.76,96.79,96.61,96.76,96.44,96.61,96.54,96.44,96.77,96.74
7/29/1992,96.78,96.77,96.79,96.78,96.75,96.79,96.60,96.75,96.44,96.60,96.54,96.44,96.77,96.74
7/30/1992,96.77,96.76,96.76,96.77,96.73,96.76,96.58,96.73,96.43,96.58,96.50,96.43,96.76,96.75
7/31/1992,96.77,96.76,96.75,96.77,96.72,96.75,96.56,96.72,96.40,96.56,96.48,96.40,96.76,96.75
8/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/2/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/3/1992,96.77,96.79,96.74,96.77,96.56,96.74,96.40,96.56,96.48,96.40,#N/A,96.48,96.79,96.76
