,TIPSY02,TIPSY03,TIPSY04,TIPSY05,TIPSY06,TIPSY07,TIPSY08,TIPSY09,TIPSY10,TIPSY11,TIPSY12,TIPSY13,TIPSY14,TIPSY15,TIPSY16,TIPSY17,TIPSY18,TIPSY19,TIPSY20,TIPSPY02,TIPSPY03,TIPSPY04,TIPSPY05,TIPSPY06,TIPSPY07,TIPSPY08,TIPSPY09,TIPSPY10,TIPSPY11,TIPSPY12,TIPSPY13,TIPSPY14,TIPSPY15,TIPSPY16,TIPSPY17,TIPSPY18,TIPSPY19,TIPSPY20,TIPSF02,TIPSF03,TIPSF04,TIPSF05,TIPSF06,TIPSF07,TIPSF08,TIPSF09,TIPSF10,TIPSF11,TIPSF12,TIPSF13,TIPSF14,TIPSF15,TIPSF16,TIPSF17,TIPSF18,TIPSF19,TIPSF20,TIPS1F04,TIPS1F09,TIPS5F5,BKEVENY02,BKEVENY03,BKEVENY04,BKEVENY05,BKEVENY06,BKEVENY07,BKEVENY08,BKEVENY09,BKEVENY10,BKEVENY11,BKEVENY12,BKEVENY13,BKEVENY14,BKEVENY15,BKEVENY16,BKEVENY17,BKEVENY18,BKEVENY19,BKEVENY20,BKEVEN02,BKEVEN03,BKEVEN04,BKEVEN05,BKEVEN06,BKEVEN07,BKEVEN08,BKEVEN09,BKEVEN10,BKEVEN11,BKEVEN12,BKEVEN13,BKEVEN14,BKEVEN15,BKEVEN16,BKEVEN17,BKEVEN18,BKEVEN19,BKEVEN20,BKEVENF02,BKEVENF03,BKEVENF04,BKEVENF05,BKEVENF06,BKEVENF07,BKEVENF08,BKEVENF09,BKEVENF10,BKEVENF11,BKEVENF12,BKEVENF13,BKEVENF14,BKEVENF15,BKEVENF16,BKEVENF17,BKEVENF18,BKEVENF19,BKEVENF20,BKEVEN1F4,BKEVEN1F9,BKEVEN5F5,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2010-02-04,-0.6165,-0.25,0.1179,0.4377,0.7041,0.9246,1.1086,1.2641,1.3973,1.5129,1.6141,1.7035,1.783,1.8542,1.9182,1.9759,2.0283,2.0759,2.1194,-0.6149,-0.2487,0.1169,0.4322,0.6926,0.9063,1.0831,1.2313,1.3572,1.4654,1.5595,1.6419,1.7147,1.7793,1.837,1.8887,1.9352,1.9772,2.0153,0.0324,0.896,1.5051,1.8993,2.1553,2.3299,2.4572,2.5555,2.6346,2.6995,2.7533,2.798,2.8348,2.8652,2.89,2.9101,2.9265,2.9396,2.9502,1.7237,2.6132,2.3641,1.4018,1.5675,1.7284,1.8988,2.0676,2.2223,2.3546,2.4614,2.5428,2.6007,2.6386,2.6597,2.6673,2.6643,2.6533,2.6365,2.6154,2.5916,2.566,1.4037,1.5625,1.7115,1.865,2.0126,2.1433,2.2511,2.3344,2.3949,2.4359,2.4603,2.4719,2.4737,2.4681,2.4572,2.4429,2.4262,2.4082,2.3894,1.7842,2.0366,2.395,2.7589,3.0488,3.2331,3.3128,3.3058,3.235,3.1222,2.9856,2.8391,2.693,2.5536,2.4252,2.3097,2.2078,2.1195,2.0437,2.5956,3.3018,3.1923,2.99029323,-3.27277296,-5.44976642,-2.09515656,1.17240755,3.51152226
2010-02-03,-0.5928,-0.2082,0.1597,0.4736,0.7339,0.9498,1.1311,1.2854,1.4187,1.5349,1.6373,1.7282,1.8092,1.8818,1.9473,2.0064,2.06,2.1087,2.1532,-0.5911,-0.2071,0.1582,0.4677,0.722,0.9312,1.1054,1.2524,1.3783,1.4871,1.5822,1.6659,1.7399,1.8057,1.8645,1.9172,1.9646,2.0075,2.0463,0.124,0.9563,1.5298,1.9027,2.152,2.3297,2.4647,2.5723,2.6602,2.7328,2.7927,2.8419,2.8821,2.9148,2.9411,2.9622,2.9791,2.9925,3.003,1.7365,2.6348,2.3706,1.4609,1.6241,1.7899,1.9671,2.1422,2.3021,2.4386,2.5487,2.6323,2.692,2.7307,2.7517,2.7587,2.7544,2.7413,2.7219,2.6979,2.6707,2.6415,1.4626,1.6186,1.772,1.9316,2.0849,2.22,2.331,2.4167,2.4786,2.5203,2.5449,2.556,2.5569,2.5502,2.5377,2.5216,2.5029,2.4827,2.4617,1.8243,2.1009,2.4823,2.8607,3.1583,3.3457,3.4263,3.4182,3.3444,3.2264,3.0825,2.927,2.77,2.6185,2.4771,2.3483,2.2331,2.1318,2.0438,2.6921,3.4147,3.304,3.04064959,-3.49772839,-5.00012993,-2.48314729,1.12837207,3.34576332
2010-02-02,-0.588,-0.2121,0.15,0.4574,0.7107,0.9203,1.0961,1.246,1.3755,1.4887,1.5886,1.6773,1.7564,1.8275,1.8915,1.9493,2.0017,2.0494,2.0929,-0.5864,-0.211,0.1487,0.4517,0.6995,0.9028,1.0719,1.2149,1.3374,1.4436,1.5366,1.6184,1.6909,1.7554,1.8131,1.8649,1.9114,1.9535,1.9916,0.0987,0.9352,1.4954,1.8518,2.0885,2.2587,2.39,2.4961,2.5836,2.6561,2.716,2.7652,2.8053,2.8377,2.8638,2.8846,2.9011,2.9141,2.9244,1.6934,2.5573,2.3001,1.4335,1.5981,1.7646,1.9441,2.1219,2.2836,2.4211,2.531,2.6142,2.6731,2.7109,2.7313,2.7378,2.7332,2.7204,2.7015,2.6782,2.6519,2.6239,1.4353,1.5928,1.7472,1.9095,2.0656,2.2031,2.3155,2.4017,2.4639,2.5054,2.5297,2.5407,2.5415,2.5349,2.5226,2.5067,2.4885,2.4689,2.4486,1.808,2.0747,2.4638,2.8512,3.152,3.337,3.4121,3.3979,3.319,3.198,3.0533,2.8988,2.7446,2.5973,2.4609,2.3377,2.2285,2.1331,2.0508,2.6783,3.3914,3.2916,2.9601776,-3.20069265,-5.29591542,-2.54969869,1.06876648,3.29500592
2010-02-01,-0.5543,-0.1729,0.1885,0.4912,0.7388,0.9428,1.1139,1.2599,1.3863,1.4971,1.5949,1.682,1.7598,1.8297,1.8926,1.9496,2.0013,2.0483,2.0911,-0.5528,-0.172,0.1869,0.4853,0.7274,0.9253,1.0899,1.2292,1.3489,1.4528,1.5439,1.6243,1.6956,1.7591,1.8159,1.8669,1.9128,1.9543,1.9919,0.1477,0.9814,1.5211,1.8579,2.0817,2.245,2.3735,2.479,2.5668,2.64,2.7006,2.7504,2.791,2.8237,2.85,2.8709,2.8874,2.9005,2.9108,1.709,2.5401,2.288,1.3996,1.5627,1.7351,1.9236,2.11,2.2786,2.4207,2.5336,2.6183,2.6777,2.7158,2.736,2.7424,2.7378,2.7252,2.7065,2.6836,2.6581,2.6309,1.4012,1.5571,1.7175,1.8884,2.0528,2.1967,2.3136,2.4027,2.4664,2.5087,2.5334,2.5446,2.5455,2.539,2.5271,2.5116,2.4937,2.4746,2.455,1.7633,2.0475,2.467,2.8767,3.1871,3.372,3.4414,3.4195,3.3334,3.2065,3.0581,2.9019,2.7479,2.6024,2.4689,2.3495,2.2446,2.1536,2.0758,2.6938,3.4097,3.3212,2.94618075,-3.08291762,-5.41485843,-2.61550014,1.02116489,3.27211179
2010-01-29,-0.5167,-0.1496,0.2065,0.5065,0.7521,0.9544,1.1239,1.2683,1.3933,1.5027,1.5992,1.685,1.7617,1.8305,1.8925,1.9485,1.9993,2.0455,2.0876,-0.5156,-0.1488,0.2048,0.5006,0.7407,0.937,1.1,1.2379,1.3562,1.4589,1.5488,1.6281,1.6984,1.761,1.8169,1.8671,1.9123,1.9531,1.9901,0.138,0.9806,1.5251,1.8621,2.0841,2.2449,2.3709,2.4739,2.5596,2.6309,2.6898,2.7381,2.7774,2.809,2.8343,2.8545,2.8704,2.883,2.8928,1.7134,2.5338,2.2867,1.3367,1.5125,1.6883,1.8768,2.062,2.2287,2.3688,2.4798,2.5628,2.6209,2.6579,2.6777,2.6838,2.6794,2.6672,2.6494,2.6275,2.6031,2.5772,1.3382,1.5069,1.6708,1.8422,2.0059,2.1484,2.2639,2.3518,2.4146,2.4561,2.4805,2.4915,2.4925,2.4862,2.4749,2.4599,2.4429,2.4246,2.4058,1.7442,2.0164,2.425,2.8263,3.1295,3.3085,3.3734,3.3491,3.2623,3.1366,2.9909,2.8387,2.6894,2.5492,2.4214,2.3074,2.2079,2.1219,2.0489,2.6469,3.3375,3.2569,2.92648107,-2.83592765,-5.65442845,-2.55878128,1.01034357,3.25416751
2010-01-28,-0.4984,-0.1092,0.2547,0.558,0.8055,1.0093,1.18,1.3257,1.4518,1.5622,1.6598,1.7465,1.824,1.8936,1.9563,2.013,2.0643,2.1111,2.1537,-0.4971,-0.1086,0.2526,0.5513,0.7931,0.9905,1.1547,1.2935,1.4128,1.5163,1.607,1.6869,1.7578,1.8209,1.8773,1.928,1.9736,2.0147,2.052,0.2289,1.0581,1.5922,1.9253,2.1471,2.3093,2.4371,2.5419,2.6291,2.7017,2.7618,2.811,2.851,2.8832,2.909,2.9295,2.9457,2.9585,2.9685,1.7787,2.6035,2.3528,1.3577,1.5207,1.6923,1.8783,2.061,2.2255,2.3639,2.4735,2.5557,2.6136,2.6506,2.6709,2.6777,2.6743,2.6631,2.6463,2.6257,2.6024,2.5777,1.3589,1.5147,1.6742,1.843,2.0043,2.1447,2.2584,2.3449,2.4068,2.4479,2.4721,2.4835,2.485,2.4792,2.4685,2.4542,2.4379,2.4204,2.4024,1.72,2.0052,2.4173,2.8155,3.1146,3.291,3.3557,3.3333,3.2499,3.1285,2.9873,2.8398,2.6951,2.5589,2.4346,2.3239,2.2269,2.1432,2.072,2.6378,3.323,3.2409,3.0027885,-3.16188934,-5.30931665,-2.60741396,1.01856312,3.25332879
2010-01-27,-0.4957,-0.1048,0.2616,0.5652,0.812,1.0152,1.186,1.3324,1.4599,1.5721,1.6717,1.7607,1.8405,1.9125,1.9775,2.0364,2.09,2.1388,2.1834,-0.4945,-0.1042,0.2594,0.5584,0.7995,0.9964,1.1606,1.3001,1.4206,1.5257,1.6182,1.7001,1.7729,1.838,1.8964,1.9488,1.9961,2.0389,2.0777,0.2245,1.0729,1.604,1.9302,2.1491,2.3132,2.4463,2.5582,2.653,2.7331,2.7999,2.8552,2.9005,2.9373,2.9669,2.9906,3.0095,3.0244,3.0362,1.787,2.6239,2.3616,1.382,1.5402,1.703,1.8809,2.0562,2.2136,2.345,2.4482,2.5245,2.5771,2.6099,2.6265,2.6305,2.6248,2.612,2.5941,2.5727,2.5491,2.5242,1.3833,1.5343,1.6851,1.8462,2.0006,2.1348,2.2426,2.3237,2.3807,2.4176,2.4383,2.4465,2.4455,2.4378,2.4254,2.4101,2.3929,2.3747,2.356,1.7497,1.9992,2.394,2.7798,3.0661,3.2297,3.2832,3.2521,3.1632,3.0394,2.8986,2.7533,2.6122,2.4806,2.3616,2.2561,2.1644,2.0858,2.0191,2.608,3.2375,3.176,3.07771153,-3.02236361,-5.7587004,-2.8540675,0.97676355,3.31832877
2010-01-26,-0.5778,-0.1833,0.1885,0.4969,0.7487,0.9573,1.134,1.2866,1.4201,1.5382,1.6434,1.7376,1.8222,1.8985,1.9675,2.0301,2.0869,2.1387,2.186,-0.5764,-0.1823,0.1869,0.4908,0.7369,0.9392,1.109,1.2544,1.3805,1.491,1.5885,1.675,1.7521,1.821,1.8827,1.9382,1.9882,2.0335,2.0744,0.1395,1.0111,1.5512,1.886,2.1169,2.2952,2.4427,2.5676,2.6734,2.7624,2.8363,2.8969,2.9462,2.9859,3.0177,3.0429,3.0628,3.0784,3.0907,1.7377,2.6391,2.3496,1.4238,1.5761,1.7366,1.9149,2.0909,2.2482,2.3783,2.4793,2.553,2.6026,2.6323,2.646,2.6474,2.6394,2.6246,2.6049,2.5821,2.5574,2.5316,1.4257,1.5704,1.7189,1.8801,2.0349,2.1684,2.2748,2.3533,2.4076,2.4413,2.459,2.4645,2.4607,2.4508,2.4365,2.4195,2.4008,2.3813,2.3618,1.7807,2.0216,2.4256,2.818,3.1031,3.2594,3.3025,3.2609,3.1627,3.0315,2.8854,2.7369,2.5943,2.4626,2.3443,2.2404,2.1507,2.0744,2.0101,2.6439,3.2416,3.1993,3.13236054,-2.96771614,-6.13017713,-3.24918677,0.94132952,3.23769879
2010-01-25,-0.5642,-0.169,0.208,0.5203,0.7741,0.9832,1.1594,1.3109,1.443,1.5596,1.6632,1.7559,1.839,1.9139,1.9816,2.043,2.0987,2.1495,2.1959,-0.563,-0.1682,0.2062,0.5139,0.7618,0.9645,1.1338,1.2781,1.4029,1.512,1.6081,1.6932,1.7689,1.8366,1.8972,1.9517,2.0008,2.0452,2.0854,0.1392,1.0396,1.5903,1.924,2.1492,2.3206,2.4614,2.5805,2.6815,2.7666,2.8373,2.8955,2.9429,2.9812,3.0119,3.0363,3.0555,3.0707,3.0827,1.7772,2.6496,2.3726,1.4023,1.5576,1.7192,1.8993,2.077,2.2354,2.3659,2.4665,2.5392,2.5875,2.6159,2.6282,2.6284,2.6194,2.6038,2.5836,2.5606,2.5357,2.51,1.4042,1.5521,1.7013,1.8641,2.0204,2.1549,2.2615,2.34,2.3936,2.4266,2.4435,2.4482,2.444,2.4336,2.419,2.4018,2.3831,2.3637,2.3444,1.7743,2.0065,2.4138,2.8115,3.0981,3.2517,3.2895,3.2415,3.1374,3.0015,2.8523,2.7024,2.5599,2.4294,2.3133,2.2122,2.1258,2.0528,1.9919,2.6348,3.2188,3.1881,3.12352466,-2.7625892,-6.49091782,-3.09091227,0.93380953,3.25694313
2010-01-22,-0.5608,-0.174,0.1975,0.5068,0.7585,0.9658,1.1401,1.2894,1.4192,1.5333,1.6343,1.7244,1.805,1.8774,1.9428,2.0019,2.0554,2.1042,2.1487,-0.5596,-0.1731,0.1958,0.5006,0.7466,0.9476,1.1152,1.2575,1.3802,1.4871,1.5809,1.6639,1.7375,1.8031,1.8618,1.9145,1.9619,2.0048,2.0435,0.1256,1.0132,1.5636,1.8986,2.1226,2.2903,2.4256,2.5385,2.6332,2.7122,2.7775,2.8307,2.8738,2.9084,2.9359,2.9577,2.9748,2.9882,2.9987,1.7511,2.6039,2.3383,1.3867,1.5487,1.7116,1.8895,2.064,2.2193,2.3475,2.4467,2.5189,2.5676,2.5969,2.6107,2.6127,2.6058,2.5924,2.5746,2.5539,2.5313,2.5078,1.3885,1.5431,1.6939,1.8549,2.0084,2.1405,2.2453,2.323,2.3766,2.4102,2.4282,2.4342,2.4317,2.4231,2.4102,2.3948,2.3778,2.36,2.3424,1.7763,2.0092,2.4029,2.7869,3.0652,3.2163,3.2564,3.2138,3.1168,2.9891,2.8482,2.7065,2.5716,2.4481,2.3382,2.2426,2.1608,2.0918,2.0342,2.6165,3.1941,3.1573,3.03360626,-2.72963791,-6.27214564,-2.90732524,0.94775301,3.19768842
2010-01-21,-0.5795,-0.2049,0.1621,0.4733,0.7296,0.942,1.1206,1.2732,1.4053,1.5208,1.6226,1.7128,1.7932,1.8652,1.9297,1.988,2.0406,2.0883,2.1318,-0.5782,-0.2039,0.1607,0.4675,0.7181,0.924,1.0957,1.2411,1.366,1.4742,1.5688,1.6519,1.7254,1.7906,1.8487,1.9007,1.9474,1.9895,2.0275,0.0813,0.9556,1.5257,1.8841,2.1243,2.2999,2.4369,2.5476,2.6379,2.7114,2.7709,2.8186,2.8565,2.8864,2.9098,2.9281,2.9422,2.953,2.9614,1.725,2.611,2.344,1.427,1.5968,1.7574,1.9282,2.0955,2.2457,2.3712,2.4699,2.5428,2.5929,2.6237,2.639,2.6419,2.6353,2.6219,2.6033,2.5813,2.5572,2.5318,1.4289,1.5914,1.7399,1.8938,2.0403,2.1673,2.2695,2.3462,2.3999,2.4345,2.4534,2.4604,2.4585,2.4502,2.4374,2.4216,2.4041,2.3856,2.3668,1.8404,2.0642,2.4259,2.7869,3.0588,3.2158,3.268,3.2383,3.1521,3.0314,2.8932,2.75,2.6104,2.4797,2.3609,2.2553,2.1631,2.0839,2.0164,2.6268,3.2248,3.1651,2.98755959,-2.86899447,-5.83088942,-2.80720391,0.99338716,3.05107176
2010-01-20,-0.5613,-0.18,0.1898,0.5017,0.7578,0.9697,1.1477,1.2998,1.4316,1.5469,1.6486,1.7389,1.8193,1.8914,1.9562,2.0146,2.0675,2.1155,2.1592,-0.56,-0.179,0.1882,0.4956,0.7459,0.9511,1.1222,1.2672,1.3916,1.4996,1.594,1.6771,1.7506,1.8159,1.8741,1.9263,1.9731,2.0153,2.0535,0.1185,0.9938,1.5594,1.9131,2.1498,2.3234,2.4597,2.5705,2.6614,2.7359,2.7966,2.8454,2.8844,2.9153,2.9397,2.9587,2.9735,2.985,2.9938,1.7566,2.6345,2.3684,1.4598,1.6339,1.7944,1.9635,2.129,2.2777,2.4023,2.5004,2.5729,2.6228,2.6534,2.6682,2.6706,2.6632,2.6486,2.6288,2.6053,2.5795,2.5523,1.4616,1.628,1.776,1.9281,2.0727,2.1982,2.2993,2.3753,2.4288,2.4629,2.4816,2.4882,2.4858,2.4768,2.4633,2.4465,2.428,2.4085,2.3886,1.8895,2.1053,2.458,2.8129,3.0822,3.2395,3.2931,3.2652,3.1801,3.059,2.919,2.7728,2.629,2.4931,2.3684,2.2567,2.1582,2.0727,1.9994,2.6559,3.2528,3.1904,3.02204865,-2.91418864,-5.84992449,-2.80829843,0.9893728,3.09317033
2010-01-19,-0.5426,-0.1572,0.2163,0.5299,0.7873,1.0007,1.1809,1.3355,1.4699,1.5878,1.6921,1.7848,1.8675,1.9417,2.0083,2.0684,2.1228,2.1721,2.2171,-0.5414,-0.1564,0.2144,0.5234,0.7749,0.9816,1.1545,1.3017,1.4284,1.5387,1.6353,1.7205,1.7958,1.8627,1.9224,1.9758,2.0238,2.067,2.1061,0.1376,1.031,1.5958,1.9479,2.1875,2.3674,2.5113,2.6294,2.7265,2.8059,2.8702,2.9217,2.9626,2.9948,3.0199,3.0394,3.0545,3.0661,3.0749,1.7922,2.6974,2.4168,1.4575,1.6344,1.7982,1.9723,2.1426,2.2951,2.4221,2.5215,2.5945,2.6443,2.6742,2.6879,2.689,2.6801,2.6641,2.6427,2.6177,2.5903,2.5615,1.4593,1.6284,1.7795,1.936,2.0847,2.2132,2.3162,2.3929,2.4463,2.4799,2.4977,2.5032,2.4997,2.4895,2.4747,2.457,2.4373,2.4168,2.3959,1.9002,2.1127,2.4795,2.8471,3.1219,3.2786,3.3279,3.294,3.2024,3.075,2.929,2.7773,2.6284,2.4881,2.3595,2.2443,2.1427,2.0545,1.9789,2.6847,3.2787,3.2251,3.10245198,-2.77663923,-6.19393194,-3.07955865,0.94515594,3.02810188
2010-01-15,-0.5321,-0.1708,0.1933,0.5039,0.7608,0.9746,1.1555,1.3109,1.4459,1.5644,1.669,1.7619,1.8447,1.9188,1.9854,2.0454,2.0996,2.1488,2.1936,-0.5312,-0.17,0.1918,0.4979,0.749,0.9562,1.13,1.2779,1.4053,1.5161,1.6131,1.6984,1.7739,1.8408,1.9005,1.9539,2.0018,2.0449,2.0839,0.0744,0.9736,1.5516,1.9147,2.1617,2.346,2.4922,2.6111,2.7082,2.787,2.8503,2.9007,2.9404,2.9714,2.9956,3.0142,3.0284,3.0393,3.0476,1.7534,2.679,2.3946,1.422,1.6126,1.7823,1.9598,2.1331,2.2886,2.4184,2.5203,2.5956,2.647,2.6784,2.6932,2.6951,2.6868,2.671,2.6497,2.6247,2.5971,2.5681,1.424,1.6069,1.7639,1.924,2.0756,2.2068,2.3121,2.391,2.4461,2.4811,2.4999,2.5063,2.5033,2.4936,2.479,2.4614,2.4418,2.4211,2.4002,1.9079,2.1156,2.4803,2.8505,3.1303,3.2921,3.3455,3.3142,3.2235,3.0957,2.9485,2.7948,2.6436,2.5006,2.3693,2.2514,2.1475,2.0571,1.9793,2.6864,3.2998,3.2391,3.07278097,-2.52957405,-6.35005997,-3.11184491,0.94755209,2.97465372
2010-01-14,-0.4269,-0.0838,0.2686,0.5764,0.8327,1.0444,1.2205,1.3687,1.4951,1.6041,1.6991,1.7825,1.8564,1.9221,1.9809,2.0338,2.0815,2.1247,2.164,-0.4261,-0.0834,0.2665,0.5697,0.8201,1.0251,1.1941,1.3352,1.4546,1.5568,1.6451,1.7221,1.7898,1.8496,1.9027,1.9502,1.9927,2.031,2.0656,0.1608,1.0074,1.6023,1.9835,2.2278,2.3916,2.5085,2.5967,2.6657,2.7208,2.7653,2.8013,2.8302,2.8534,2.8719,2.8866,2.8982,2.9073,2.9144,1.8151,2.6498,2.422,1.3602,1.5796,1.7637,1.943,2.1146,2.2697,2.4023,2.51,2.5931,2.6537,2.6947,2.7193,2.7304,2.7309,2.7232,2.7093,2.691,2.6695,2.646,1.3613,1.5733,1.7447,1.9064,2.0563,2.1873,2.2953,2.3797,2.4419,2.4852,2.5125,2.5273,2.5322,2.5298,2.5221,2.5105,2.4963,2.4806,2.464,1.8984,2.153,2.4874,2.8276,3.1024,3.2816,3.3646,3.3663,3.3072,3.2068,3.0817,2.9448,2.806,2.6716,2.5459,2.4312,2.3287,2.2385,2.1602,2.6768,3.3692,3.2498,2.93871936,-2.8716187,-5.43620477,-1.8737586,1.14405439,3.24537615
2010-01-13,-0.3671,-0.0469,0.2931,0.595,0.8494,1.0614,1.239,1.3893,1.5183,1.63,1.7279,1.8142,1.8909,1.9594,2.0209,2.0763,2.1265,2.172,2.2135,-0.3666,-0.0468,0.2909,0.5885,0.837,1.0422,1.2126,1.3557,1.4773,1.5819,1.6727,1.7522,1.8222,1.8843,1.9396,1.9891,2.0336,2.0737,2.11,0.1616,0.9934,1.5927,1.9848,2.2407,2.4154,2.542,2.6388,2.7156,2.7779,2.8287,2.8703,2.9042,2.9317,2.9539,2.9717,2.9859,2.9972,3.0062,1.8107,2.6965,2.4494,1.3412,1.5903,1.7875,1.9717,2.1445,2.2998,2.4328,2.5415,2.6258,2.688,2.7304,2.7564,2.7687,2.77,2.7627,2.7489,2.7302,2.7081,2.6836,1.3421,1.5838,1.7678,1.934,2.0848,2.2159,2.3238,2.4084,2.4712,2.5151,2.5431,2.5584,2.5637,2.5615,2.5535,2.5417,2.5271,2.5107,2.4933,1.9629,2.2228,2.5425,2.8681,3.1354,3.3137,3.4003,3.4078,3.3542,3.258,3.1352,2.9985,2.8578,2.7198,2.5891,2.4685,2.3594,2.2622,2.1768,2.7248,3.4141,3.2862,3.03831937,-2.83526036,-5.48181782,-2.05498657,1.16656401,3.36768233
2010-01-12,-0.4139,-0.0978,0.2385,0.5365,0.7872,0.9958,1.1703,1.318,1.4445,1.554,1.6497,1.734,1.8087,1.8752,1.9349,1.9885,2.037,2.0809,2.1209,-0.4133,-0.0974,0.2367,0.5307,0.7757,0.9779,1.1457,1.2864,1.406,1.5087,1.5978,1.6756,1.7441,1.8047,1.8586,1.9067,1.9499,1.9889,2.0241,0.1046,0.9316,1.5226,1.9068,2.157,2.3275,2.4507,2.5446,2.6184,2.6775,2.7252,2.7637,2.7946,2.8193,2.8389,2.8545,2.8667,2.8763,2.8838,1.7359,2.5995,2.3598,1.3382,1.5818,1.7789,1.9653,2.1408,2.2982,2.4324,2.5414,2.6256,2.6873,2.7294,2.755,2.7672,2.7688,2.762,2.7491,2.7315,2.7108,2.6879,1.3394,1.5757,1.76,1.9286,2.0823,2.2156,2.325,2.4104,2.4735,2.5175,2.5455,2.5608,2.5664,2.5645,2.5571,2.546,2.5323,2.5168,2.5003,1.9416,2.2074,2.5402,2.8756,3.1463,3.3231,3.4057,3.4084,3.351,3.2526,3.1296,2.9947,2.8574,2.7243,2.5995,2.4853,2.3831,2.2929,2.2143,2.7279,3.4127,3.2929,2.90901383,-2.70119766,-5.44680596,-2.03741304,1.14193663,3.21593239
2010-01-11,-0.4009,-0.0858,0.2618,0.5765,0.8437,1.0661,1.2508,1.4051,1.5353,1.6463,1.7417,1.8245,1.8969,1.9607,2.0173,2.0677,2.1129,2.1536,2.1904,-0.4003,-0.0854,0.2598,0.57,0.8309,1.046,1.223,1.3697,1.4925,1.5963,1.685,1.7614,1.8278,1.886,1.9372,1.9826,2.0231,2.0594,2.092,0.101,0.9621,1.6063,2.0332,2.3062,2.4817,2.5978,2.6774,2.734,2.7753,2.8061,2.8293,2.8469,2.8603,2.8704,2.8781,2.8839,2.8883,2.8916,1.8433,2.7255,2.503,1.372,1.6353,1.8339,2.0139,2.1818,2.3337,2.4654,2.5747,2.6613,2.7267,2.7733,2.8035,2.8201,2.8256,2.8221,2.8119,2.7965,2.7772,2.7553,1.373,1.6285,1.8137,1.9752,2.1205,2.2474,2.3536,2.4382,2.5025,2.549,2.5803,2.5991,2.6081,2.6094,2.6051,2.5965,2.5849,2.5711,2.5563,2.0382,2.2877,2.5798,2.885,3.146,3.3303,3.4305,3.455,3.4185,3.338,3.2282,3.1019,2.9688,2.836,2.7085,2.5894,2.4805,2.3827,2.296,2.7511,3.4709,3.3142,2.90110106,-2.70624727,-5.55148166,-1.41994963,1.22981919,2.87992211
2010-01-08,-0.3826,-0.0788,0.265,0.5774,0.8418,1.0606,1.2413,1.3914,1.5175,1.6244,1.716,1.7953,1.8645,1.9253,1.9792,2.0272,2.0701,2.1088,2.1438,-0.3822,-0.0785,0.2632,0.571,0.8292,1.041,1.2143,1.3571,1.4761,1.5764,1.6617,1.7351,1.7987,1.8543,1.9033,1.9467,1.9854,2.0201,2.0513,0.0802,0.9516,1.5995,2.0216,2.285,2.4496,2.5552,2.6257,2.6748,2.7102,2.7364,2.7561,2.7711,2.7826,2.7913,2.7979,2.803,2.8068,2.8097,1.8346,2.6692,2.4665,1.3677,1.6419,1.8383,2.0131,2.1765,2.326,2.4571,2.5673,2.6558,2.7237,2.773,2.8059,2.8249,2.8324,2.8307,2.8216,2.807,2.7881,2.7661,1.3687,1.635,1.818,1.9747,2.1162,2.2412,2.3472,2.4331,2.4995,2.5482,2.582,2.6033,2.6146,2.6178,2.6149,2.6074,2.5966,2.5835,2.5688,2.0816,2.2995,2.5653,2.8586,3.12,3.3122,3.4241,3.4609,3.4358,3.3642,3.2607,3.1378,3.0054,2.8709,2.7399,2.6158,2.5009,2.3964,2.3026,2.7292,3.4829,3.3035,2.8183633,-2.4558565,-5.85734784,-1.14085314,1.22284551,2.9408708
2010-01-07,-0.3288,-0.0291,0.3076,0.6141,0.8743,1.09,1.2683,1.4164,1.5406,1.6458,1.7359,1.8137,1.8814,1.941,1.9936,2.0404,2.0823,2.12,2.1541,-0.3284,-0.029,0.3055,0.6075,0.8615,1.0702,1.2412,1.3821,1.4994,1.5981,1.6819,1.7539,1.8163,1.8708,1.9187,1.9611,1.9989,2.0327,2.0631,0.1361,0.9804,1.6153,2.0334,2.2961,2.4602,2.5647,2.6335,2.6805,2.7137,2.7378,2.7556,2.769,2.7791,2.7867,2.7924,2.7968,2.8,2.8025,1.8481,2.6761,2.4763,1.3714,1.646,1.8418,2.0139,2.174,2.3207,2.4501,2.5597,2.6485,2.7174,2.7678,2.8019,2.8221,2.8303,2.829,2.8199,2.8047,2.7847,2.7613,1.3721,1.639,1.8214,1.9757,2.1144,2.2372,2.3418,2.4272,2.4939,2.5436,2.5785,2.6009,2.613,2.6168,2.6144,2.6071,2.5962,2.5826,2.5672,2.084,2.305,2.5611,2.8432,3.0985,3.291,3.408,3.4524,3.4351,3.37,3.2708,3.1494,3.0157,2.8774,2.7403,2.6085,2.4844,2.3699,2.2657,2.7191,3.4782,3.2876,2.80959408,-2.50144713,-5.59018832,-1.04021572,1.25155316,2.8904292
