,TIPSY02,TIPSY03,TIPSY04,TIPSY05,TIPSY06,TIPSY07,TIPSY08,TIPSY09,TIPSY10,TIPSY11,TIPSY12,TIPSY13,TIPSY14,TIPSY15,TIPSY16,TIPSY17,TIPSY18,TIPSY19,TIPSY20,TIPSPY02,TIPSPY03,TIPSPY04,TIPSPY05,TIPSPY06,TIPSPY07,TIPSPY08,TIPSPY09,TIPSPY10,TIPSPY11,TIPSPY12,TIPSPY13,TIPSPY14,TIPSPY15,TIPSPY16,TIPSPY17,TIPSPY18,TIPSPY19,TIPSPY20,TIPSF02,TIPSF03,TIPSF04,TIPSF05,TIPSF06,TIPSF07,TIPSF08,TIPSF09,TIPSF10,TIPSF11,TIPSF12,TIPSF13,TIPSF14,TIPSF15,TIPSF16,TIPSF17,TIPSF18,TIPSF19,TIPSF20,TIPS1F04,TIPS1F09,TIPS5F5,BKEVENY02,BKEVENY03,BKEVENY04,BKEVENY05,BKEVENY06,BKEVENY07,BKEVENY08,BKEVENY09,BKEVENY10,BKEVENY11,BKEVENY12,BKEVENY13,BKEVENY14,BKEVENY15,BKEVENY16,BKEVENY17,BKEVENY18,BKEVENY19,BKEVENY20,BKEVEN02,BKEVEN03,BKEVEN04,BKEVEN05,BKEVEN06,BKEVEN07,BKEVEN08,BKEVEN09,BKEVEN10,BKEVEN11,BKEVEN12,BKEVEN13,BKEVEN14,BKEVEN15,BKEVEN16,BKEVEN17,BKEVEN18,BKEVEN19,BKEVEN20,BKEVENF02,BKEVENF03,BKEVENF04,BKEVENF05,BKEVENF06,BKEVENF07,BKEVENF08,BKEVENF09,BKEVENF10,BKEVENF11,BKEVENF12,BKEVENF13,BKEVENF14,BKEVENF15,BKEVENF16,BKEVENF17,BKEVENF18,BKEVENF19,BKEVENF20,BKEVEN1F4,BKEVEN1F9,BKEVEN5F5,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2010-03-05,-0.5846,-0.171,0.221,0.5585,0.8425,1.0817,1.2842,1.4568,1.6045,1.7312,1.8399,1.933,2.0124,2.0797,2.1363,2.1834,2.2221,2.2532,2.2776,-0.5828,-0.17,0.2189,0.551,0.8279,1.0588,1.2524,1.4158,1.5543,1.6721,1.7724,1.8576,1.9299,1.991,2.0424,2.0852,2.1206,2.1495,2.1726,0.1978,1.0706,1.6849,2.1061,2.403,2.6186,2.777,2.8917,2.9712,3.0212,3.0463,3.05,3.0357,3.006,2.9633,2.9098,2.8475,2.7778,2.7023,1.917,2.9556,2.6589,1.4774,1.5828,1.7003,1.8372,1.9796,2.1137,2.2318,2.3298,2.4076,2.4664,2.5087,2.537,2.5541,2.5627,2.5649,2.5627,2.5576,2.551,2.5438,1.4792,1.5776,1.6841,1.8054,1.9279,2.0395,2.1335,2.2083,2.2646,2.3048,2.3317,2.3483,2.3572,2.3605,2.36,2.3574,2.3535,2.3494,2.3457,1.7165,1.9007,2.2164,2.5485,2.8202,3.0032,3.0983,3.1201,3.087,3.0172,2.9264,2.8272,2.7289,2.6383,2.56,2.4963,2.4485,2.4168,2.4007,2.3979,3.1316,2.9775,0,-0.46182036,-3.30983871,8.29355487,0.96279638,12.68477744
2010-03-04,-0.5777,-0.1831,0.1988,0.5308,0.8116,1.0487,1.2497,1.4212,1.5681,1.6943,1.8026,1.8954,1.9747,2.042,2.0988,2.1462,2.1852,2.2167,2.2416,-0.576,-0.1821,0.197,0.5239,0.7978,1.0269,1.2192,1.3817,1.5196,1.637,1.7369,1.822,1.8943,1.9555,2.007,2.0501,2.0858,2.115,2.1385,0.1542,1.0173,1.6336,2.058,2.357,2.5736,2.7325,2.8476,2.9278,2.9787,3.0051,3.0104,2.9978,2.9699,2.9293,2.8779,2.8176,2.7501,2.6768,1.8669,2.9112,2.6134,1.417,1.5332,1.6562,1.7953,1.9376,2.0704,2.1861,2.2814,2.3562,2.412,2.4515,2.4776,2.4928,2.5,2.5012,2.4984,2.4932,2.4868,2.4801,1.4188,1.5283,1.6405,1.7643,1.8874,1.998,2.0907,2.1636,2.2178,2.256,2.2813,2.2964,2.304,2.3063,2.3052,2.302,2.2979,2.2937,2.2901,1.6842,1.8748,2.1866,2.5109,2.7731,2.9462,3.0319,3.0454,3.0058,2.9318,2.839,2.74,2.644,2.5573,2.4839,2.4261,2.3847,2.3596,2.3499,2.364,3.0523,2.9171,0,-0.3826393,-3.34411378,8.18458079,0.98540387,12.76758303
2010-03-03,-0.5915,-0.1938,0.1931,0.5309,0.8176,1.0599,1.2655,1.4408,1.5909,1.7196,1.83,1.9245,2.0052,2.0736,2.1312,2.1792,2.2186,2.2504,2.2754,-0.5898,-0.1927,0.1913,0.5239,0.8035,1.0375,1.234,1.3999,1.5406,1.6602,1.762,1.8485,1.9219,1.984,2.0362,2.0798,2.1158,2.1453,2.1689,0.1461,1.0188,1.6502,2.0881,2.3966,2.6192,2.7815,2.8983,2.979,3.0298,3.0553,3.0593,3.0452,3.0156,2.973,2.9195,2.8571,2.7874,2.7119,1.8907,2.963,2.6589,1.3948,1.5102,1.6405,1.789,1.94,2.0798,2.2003,2.2984,2.3741,2.4297,2.468,2.4923,2.5054,2.5105,2.5097,2.5051,2.4984,2.4907,2.4832,1.3966,1.5054,1.6246,1.7573,1.888,2.0045,2.1008,2.1757,2.2304,2.2682,2.2922,2.3058,2.3119,2.3127,2.3102,2.3058,2.3009,2.296,2.2918,1.6436,1.8661,2.2071,2.5514,2.8233,2.9968,3.076,3.0788,3.0268,2.9404,2.8367,2.7291,2.6269,2.5365,2.4618,2.4047,2.3656,2.344,2.3388,2.3956,3.08,2.96,0,-0.44644382,-3.31911135,8.31880375,1.01446501,12.69547806
2010-03-02,-0.591,-0.1947,0.1909,0.5291,0.8169,1.0605,1.2673,1.4435,1.5941,1.7232,1.8337,1.9282,2.0086,2.0767,2.1338,2.1813,2.2201,2.2513,2.2757,-0.5892,-0.1936,0.1892,0.5221,0.8028,1.038,1.2356,1.4023,1.5436,1.6635,1.7653,1.8518,1.925,1.9868,2.0386,2.0818,2.1174,2.1463,2.1695,0.1475,1.0121,1.6467,2.0906,2.4037,2.6287,2.7915,2.9077,2.9869,3.0358,3.0591,3.0609,3.0445,3.0126,2.9678,2.9122,2.8478,2.7762,2.6989,1.8902,2.9718,2.6673,1.374,1.4945,1.6315,1.7841,1.9367,2.0761,2.1948,2.2902,2.3631,2.4156,2.4512,2.4729,2.4842,2.4878,2.4861,2.4811,2.4745,2.4673,2.4605,1.3757,1.4896,1.6155,1.752,1.8841,2.0004,2.0952,2.1677,2.2201,2.2554,2.2775,2.2894,2.2941,2.294,2.2909,2.2864,2.2814,2.277,2.2732,1.625,1.8716,2.22,2.5605,2.823,2.9848,3.0524,3.045,2.9852,2.8939,2.7883,2.6813,2.582,2.4964,2.4279,2.3778,2.3463,2.3326,2.3352,2.4075,3.0415,2.9438,0,-0.53081394,-3.18765932,8.32560127,1.04914177,12.57375797
2010-03-01,-0.5656,-0.1708,0.2133,0.5484,0.8325,1.0724,1.2758,1.4491,1.5972,1.7242,1.8329,1.9258,2.0049,2.0718,2.128,2.1746,2.2128,2.2433,2.2671,-0.564,-0.1698,0.2113,0.5412,0.8183,1.05,1.2444,1.4084,1.5474,1.6654,1.7656,1.8507,1.9228,1.9836,2.0346,2.0771,2.1121,2.1405,2.1632,0.1653,1.0335,1.6594,2.0922,2.3965,2.6156,2.7749,2.8889,2.967,3.0152,3.0382,3.04,3.0236,2.992,2.9475,2.8924,2.8284,2.7573,2.6806,1.8974,2.9521,2.6543,1.3567,1.4817,1.6203,1.7744,1.9281,2.0681,2.1869,2.2822,2.3548,2.4071,2.4424,2.4642,2.4755,2.4794,2.4781,2.4737,2.4675,2.4611,2.4551,1.3582,1.4767,1.6043,1.7423,1.8756,1.9925,2.0877,2.1605,2.2129,2.2483,2.2705,2.2826,2.2875,2.2877,2.2851,2.2809,2.2765,2.2724,2.2693,1.6248,1.8654,2.2151,2.5574,2.8194,2.9792,3.0442,3.0349,2.974,2.8828,2.7783,2.673,2.5761,2.4931,2.4274,2.3801,2.3513,2.34,2.3448,2.4036,3.0306,2.9373,0,-0.39619723,-3.31663754,8.26842506,1.0050194,12.57576231
2010-02-26,-0.5385,-0.1425,0.2438,0.5768,0.8541,1.084,1.2758,1.4376,1.5753,1.6936,1.7962,1.8857,1.9643,2.0337,2.0954,2.1504,2.1998,2.2443,2.2845,-0.537,-0.1417,0.2416,0.5693,0.8397,1.0618,1.2455,1.3989,1.5284,1.6388,1.7337,1.8159,1.8875,1.9504,2.0058,2.055,2.0989,2.1382,2.1735,0.1857,1.0716,1.6914,2.0974,2.3658,2.5498,2.6809,2.7771,2.8489,2.903,2.9436,2.9741,2.9969,3.0138,3.0263,3.0356,3.0423,3.0472,3.0508,1.9175,2.8345,2.5827,1.3408,1.4675,1.6055,1.7615,1.9204,2.0678,2.195,2.2983,2.3779,2.4356,2.4742,2.497,2.5069,2.5068,2.4989,2.4854,2.4677,2.4471,2.4248,1.3422,1.4624,1.5893,1.7293,1.8678,1.9919,2.0951,2.1755,2.2346,2.2752,2.3005,2.3137,2.3177,2.3147,2.3068,2.2954,2.2817,2.2666,2.2507,1.6225,1.8485,2.2014,2.5629,2.8509,3.0353,3.119,3.1199,3.0599,2.9597,2.8366,2.7034,2.5695,2.4413,2.3226,2.2152,2.1202,2.0375,1.9662,2.3984,3.1182,2.9968,3.05998759,-3.36003284,-4.98728078,-2.42306564,1.0978423,2.63004886
2010-02-25,-0.5439,-0.137,0.2515,0.587,0.8681,1.1023,1.2982,1.4633,1.6036,1.7237,1.8274,1.9174,1.9962,2.0655,2.1268,2.1814,2.2303,2.2741,2.3138,-0.5422,-0.1362,0.2492,0.5793,0.8533,1.0793,1.2667,1.4232,1.555,1.6669,1.7627,1.8453,1.9171,1.9798,2.035,2.0838,2.1271,2.1659,2.2008,0.2268,1.0884,1.7067,2.1239,2.405,2.598,2.7333,2.8296,2.8988,2.9487,2.9846,3.0104,3.0288,3.042,3.0513,3.0578,3.0624,3.0656,3.0679,1.938,2.8866,2.6293,1.363,1.4895,1.6274,1.7803,1.9345,2.0776,2.2018,2.3039,2.3835,2.4424,2.4827,2.5075,2.5194,2.521,2.5147,2.5021,2.485,2.4649,2.4424,1.3642,1.484,1.6107,1.7474,1.8814,2.0014,2.1016,2.1805,2.2393,2.2805,2.307,2.3216,2.3268,2.3252,2.3182,2.3077,2.2947,2.28,2.2643,1.6342,1.8746,2.2161,2.56,2.8367,3.0194,3.1091,3.1205,3.0722,2.9828,2.8679,2.7401,2.6086,2.4798,2.3584,2.2467,2.1461,2.0569,1.979,2.4042,3.1247,2.9884,3.07286031,-3.65706618,-4.19391399,-2.7004354,1.11862274,2.37472965
2010-02-24,-0.5485,-0.1293,0.2656,0.6025,0.8828,1.1158,1.3111,1.4764,1.6175,1.7389,1.8441,1.936,2.0166,2.0877,2.1509,2.2071,2.2576,2.303,2.344,-0.5468,-0.1285,0.2631,0.5945,0.8676,1.0925,1.2793,1.4359,1.5683,1.6814,1.7786,1.8627,1.936,2.0002,2.0568,2.1069,2.1516,2.1915,2.2275,0.2478,1.1255,1.7343,2.1386,2.4125,2.605,2.7444,2.8471,2.9234,2.98,3.0219,3.0527,3.0752,3.0915,3.1033,3.1118,3.1178,3.1221,3.1252,1.9591,2.9079,2.6416,1.4095,1.5341,1.6712,1.8251,1.9804,2.1237,2.2469,2.3469,2.4238,2.4796,2.517,2.5387,2.5479,2.5471,2.5384,2.5242,2.5055,2.484,2.4606,1.4108,1.5283,1.6538,1.7912,1.9258,2.0458,2.1449,2.2218,2.2782,2.3166,2.3403,2.3524,2.3554,2.3517,2.343,2.3309,2.3166,2.3008,2.2842,1.6817,1.9129,2.2616,2.6115,2.8872,3.0624,3.1415,3.1416,3.0834,2.986,2.8654,2.7338,2.6004,2.4713,2.3504,2.24,2.1412,2.054,1.9782,2.4539,3.141,3.0255,3.13244537,-3.61979359,-4.58742856,-2.89089284,1.05185775,2.47532809
2010-02-23,-0.5546,-0.1412,0.2548,0.5946,0.8773,1.1114,1.3065,1.4707,1.6103,1.7298,1.8332,1.9232,2.0021,2.0716,2.1332,2.1882,2.2374,2.2817,2.3217,-0.5529,-0.1404,0.2524,0.5867,0.8621,1.0881,1.2747,1.4304,1.5614,1.6728,1.7684,1.8509,1.9227,1.9856,2.041,2.0901,2.1338,2.1729,2.2081,0.2194,1.1094,1.7339,2.1453,2.4176,2.6034,2.7345,2.8292,2.8988,2.9502,2.9883,3.0164,3.037,3.0521,3.0631,3.0711,3.0768,3.0809,3.0839,1.9631,2.8863,2.6354,1.4205,1.5446,1.6767,1.8254,1.977,2.1188,2.2422,2.3436,2.4226,2.4809,2.5208,2.5452,2.5568,2.5584,2.5521,2.5398,2.5231,2.5034,2.4816,1.4219,1.5391,1.6596,1.7919,1.9232,2.0417,2.141,2.2191,2.2773,2.318,2.3439,2.3581,2.3631,2.3613,2.3543,2.3438,2.3308,2.3163,2.3009,1.6994,1.9128,2.2446,2.5888,2.8684,3.0532,3.1435,3.1545,3.1055,3.0157,2.9009,2.7739,2.6439,2.5174,2.3985,2.2896,2.192,2.1059,2.0308,2.4328,3.1589,3.022,3.09111341,-3.56417826,-4.73782658,-2.45010071,1.108326,2.53335251
2010-02-22,-0.5468,-0.1142,0.293,0.64,0.9268,1.1626,1.3578,1.5208,1.6587,1.7764,1.8779,1.9661,2.0435,2.1116,2.1721,2.2261,2.2745,2.3181,2.3575,-0.545,-0.1135,0.2901,0.6312,0.9104,1.1378,1.3243,1.4787,1.6081,1.7178,1.8116,1.8926,1.963,2.0247,2.0791,2.1273,2.1702,2.2087,2.2433,0.2821,1.1781,1.8078,2.2185,2.484,2.6598,2.7804,2.8662,2.929,2.9759,3.0112,3.0379,3.0581,3.0734,3.0849,3.0936,3.1,3.1048,3.1084,2.038,2.9202,2.6879,1.4563,1.5873,1.7248,1.8769,2.0314,2.1761,2.3026,2.4073,2.4893,2.5502,2.5923,2.6184,2.6312,2.6336,2.6275,2.6152,2.5982,2.5778,2.5553,1.4575,1.581,1.7062,1.8412,1.9744,2.0949,2.1964,2.277,2.3375,2.3801,2.4076,2.4231,2.4292,2.4279,2.4214,2.4111,2.3982,2.3836,2.3679,1.7454,1.9755,2.3095,2.6551,2.9398,3.1319,3.2297,3.2464,3.2008,3.1117,2.9957,2.8657,2.7316,2.6002,2.476,2.3617,2.2588,2.1677,2.0879,2.4989,3.2542,3.1043,3.11828088,-3.792971,-4.75290391,-1.80949575,1.1945055,2.78486323
2010-02-19,-0.5482,-0.1246,0.2774,0.6196,0.9012,1.1321,1.3229,1.4823,1.6172,1.7327,1.8326,1.9197,1.9963,2.064,2.1243,2.1782,2.2267,2.2705,2.3101,-0.5465,-0.1239,0.2748,0.6111,0.8855,1.1084,1.2909,1.4421,1.5689,1.6767,1.7692,1.8492,1.9191,1.9805,2.0347,2.0829,2.126,2.1646,2.1994,0.2514,1.1501,1.7731,2.1727,2.4279,2.5964,2.7132,2.7982,2.8621,2.9113,2.9496,2.9796,3.0029,3.0211,3.0353,3.0462,3.0546,3.061,3.0659,1.9975,2.8516,2.625,1.4973,1.629,1.7612,1.9077,2.0583,2.2004,2.3254,2.4294,2.5113,2.5724,2.6148,2.6414,2.6547,2.6574,2.6517,2.6397,2.6228,2.6026,2.5801,1.4988,1.6229,1.7429,1.8728,2.0023,2.1207,2.2212,2.3015,2.3621,2.4049,2.4329,2.4488,2.455,2.454,2.4476,2.4373,2.4243,2.4096,2.3939,1.8038,2.0051,2.3223,2.662,2.947,3.1424,3.2444,3.2652,3.2232,3.1371,3.0232,2.8945,2.7611,2.6297,2.505,2.39,2.2859,2.1935,2.1124,2.5082,3.2752,3.1175,3.08101878,-3.62477133,-5.06740829,-1.74968297,1.17405679,3.00928412
2010-02-18,-0.6429,-0.2051,0.2085,0.5607,0.8515,1.091,1.2897,1.4564,1.5979,1.7194,1.8246,1.9164,1.9972,2.0686,2.1322,2.1891,2.2402,2.2863,2.3281,-0.6406,-0.2038,0.2064,0.5527,0.8361,1.0672,1.2571,1.4151,1.548,1.6611,1.7583,1.8425,1.916,1.9806,2.0376,2.0883,2.1335,2.1741,2.2107,0.1894,1.1073,1.7467,2.1617,2.4315,2.613,2.7409,2.8347,2.9054,2.9597,3.0017,3.0341,3.0592,3.0785,3.0932,3.1045,3.1131,3.1196,3.1244,1.9785,2.8923,2.6449,1.542,1.6616,1.7909,1.9386,2.0914,2.2355,2.3618,2.4661,2.5478,2.6079,2.649,2.674,2.6856,2.6866,2.6792,2.6655,2.6471,2.6255,2.6017,1.5437,1.6557,1.7725,1.9029,2.0341,2.1537,2.2546,2.3344,2.394,2.4354,2.4617,2.4757,2.4802,2.4775,2.4695,2.4577,2.4435,2.4276,2.4108,1.8094,2.0187,2.3512,2.7029,2.9936,3.1893,3.2874,3.3021,3.2532,3.1601,3.0397,2.9056,2.7676,2.6327,2.5056,2.3889,2.2838,2.1909,2.1098,2.544,3.3092,3.1596,3.1387415,-3.8221275,-5.04450605,-2.04479573,1.16470898,2.90140201
2010-02-17,-0.6363,-0.2199,0.1856,0.5331,0.8207,1.0581,1.2559,1.4229,1.5655,1.6886,1.7959,1.8901,1.9733,2.0473,2.1134,2.1727,2.2261,2.2744,2.3182,-0.6344,-0.2186,0.1838,0.5257,0.8061,1.0354,1.2247,1.383,1.517,1.6316,1.7307,1.817,1.8927,1.9594,2.0185,2.0711,2.1183,2.1606,2.1988,0.123,1.0571,1.7008,2.1147,2.3847,2.5701,2.7049,2.8072,2.887,2.95,3,3.0394,3.0704,3.0947,3.1136,3.1282,3.1395,3.1481,3.1547,1.9318,2.869,2.6069,1.5034,1.6326,1.7613,1.9079,2.0607,2.2055,2.3328,2.4381,2.5204,2.5812,2.6226,2.6477,2.6593,2.66,2.6522,2.638,2.6191,2.5969,2.5725,1.5054,1.627,1.7436,1.8735,2.005,2.1256,2.2276,2.3083,2.3684,2.4103,2.4367,2.4505,2.4547,2.4515,2.4429,2.4306,2.4155,2.3989,2.3813,1.8169,1.9944,2.316,2.6695,2.9656,3.1656,3.2663,3.282,3.2326,3.1383,3.016,2.8797,2.7392,2.6018,2.472,2.3526,2.245,2.1497,2.0663,2.5086,3.2886,3.1348,3.17507783,-3.52329535,-5.5954759,-2.34338192,1.11290059,3.01225478
2010-02-16,-0.6361,-0.2435,0.1509,0.4961,0.7855,1.026,1.2267,1.3958,1.5399,1.664,1.7717,1.8661,1.9492,2.0229,2.0886,2.1475,2.2005,2.2484,2.2918,-0.6343,-0.2422,0.1495,0.4894,0.7717,1.004,1.1961,1.3565,1.492,1.6075,1.7071,1.7935,1.8691,1.9357,1.9946,2.047,2.0938,2.1358,2.1737,0.0642,0.9819,1.643,2.0796,2.366,2.5596,2.6964,2.7971,2.8736,2.9328,2.979,3.0152,3.0435,3.0656,3.0827,3.0959,3.1061,3.1139,3.1198,1.8851,2.8571,2.5925,1.4518,1.5866,1.7183,1.8644,2.0151,2.1576,2.2831,2.3873,2.4689,2.5292,2.5707,2.5958,2.6077,2.6089,2.6018,2.5883,2.5701,2.5487,2.5251,1.4538,1.5817,1.7016,1.8312,1.9611,2.08,2.1806,2.2605,2.3201,2.3619,2.3883,2.4025,2.407,2.4042,2.3961,2.3842,2.3698,2.3538,2.3368,1.7737,1.9636,2.2764,2.6179,2.9061,3.1034,3.2047,3.2225,3.1758,3.0842,2.9647,2.831,2.6933,2.5586,2.4316,2.3152,2.2106,2.1181,2.0376,2.4623,3.2295,3.0745,3.13817995,-3.5073957,-5.44517987,-2.11347699,1.18675414,3.01245473
2010-02-12,-0.575,-0.1934,0.1882,0.5264,0.8134,1.0537,1.255,1.4246,1.5688,1.6924,1.7994,1.8926,1.9745,2.0469,2.1113,2.1688,2.2205,2.2671,2.3093,-0.5734,-0.1924,0.1865,0.5195,0.7994,1.0316,1.2241,1.3849,1.5203,1.6354,1.7342,1.8196,1.8941,1.9595,2.0172,2.0684,2.1142,2.1552,2.1921,0.1227,0.988,1.6404,2.0885,2.3883,2.5902,2.7295,2.8283,2.9005,2.9545,2.9953,3.0266,3.0507,3.0692,3.0835,3.0944,3.1028,3.1091,3.114,1.8876,2.8867,2.62,1.4164,1.5641,1.7092,1.8625,2.0156,2.1582,2.2829,2.3864,2.4677,2.5282,2.57,2.5959,2.6084,2.6103,2.6037,2.5908,2.5731,2.5521,2.5289,1.4182,1.559,1.6923,1.8289,1.9611,2.0797,2.1796,2.2588,2.3183,2.3601,2.3869,2.4016,2.4069,2.4047,2.3973,2.3861,2.3722,2.3566,2.3401,1.7465,1.9884,2.3086,2.6375,2.9117,3.1002,3.1984,3.2174,3.174,3.0861,2.9703,2.8395,2.7036,2.57,2.4434,2.3267,2.2214,2.1282,2.0465,2.4892,3.2259,3.0743,3.12885153,-3.70398465,-4.81666925,-1.75933607,1.31093403,2.9965132
2010-02-11,-0.5315,-0.1514,0.2253,0.5575,0.8389,1.0745,1.2721,1.4389,1.5811,1.7033,1.8092,1.9018,1.9833,2.0555,2.1197,2.1772,2.2289,2.2756,2.3179,-0.53,-0.1506,0.2233,0.5504,0.8248,1.0524,1.2414,1.3995,1.5331,1.6469,1.7447,1.8296,1.9037,1.9688,2.0264,2.0776,2.1233,2.1643,2.2013,0.169,1.0188,1.6544,2.09,2.3826,2.5815,2.7207,2.8211,2.8957,2.9522,2.9956,3.0292,3.0552,3.0753,3.0909,3.1029,3.1121,3.1192,3.1246,1.895,2.8806,2.6133,1.4133,1.5646,1.7151,1.8737,2.0311,2.1768,2.3034,2.4077,2.4891,2.5491,2.5901,2.6148,2.626,2.6265,2.6187,2.6044,2.5854,2.563,2.5385,1.4148,1.5593,1.6979,1.8396,1.9759,2.0974,2.199,2.2791,2.3386,2.3801,2.4064,2.4203,2.4245,2.4216,2.4132,2.401,2.3863,2.3699,2.3524,1.7468,2.0035,2.3369,2.6734,2.9495,3.1359,3.2295,3.2426,3.193,3.0993,2.9781,2.8424,2.7026,2.5656,2.4362,2.3171,2.2099,2.115,2.032,2.5222,3.2483,3.1067,3.14129798,-3.69299679,-4.69282653,-1.88812866,1.29029438,3.02186242
2010-02-10,-0.5144,-0.1405,0.2281,0.5499,0.8207,1.0469,1.2367,1.3977,1.5355,1.6546,1.7584,1.8496,1.9302,2.0018,2.0658,2.1231,2.1748,2.2215,2.264,-0.5131,-0.1397,0.2261,0.5431,0.8073,1.026,1.208,1.3608,1.4905,1.6016,1.6977,1.7815,1.8549,1.9196,1.977,2.0281,2.0738,2.1149,2.152,0.171,1.01,1.6188,2.0283,2.3031,2.4936,2.6312,2.7343,2.8136,2.8755,2.924,2.9622,2.9921,3.0155,3.0337,3.0477,3.0586,3.0669,3.0732,1.8454,2.7948,2.5291,1.4057,1.5618,1.7159,1.8796,2.0425,2.193,2.3237,2.4308,2.5141,2.5752,2.6165,2.6409,2.6514,2.6509,2.6416,2.6259,2.6052,2.5811,2.5546,1.4073,1.5564,1.6989,1.8457,1.9875,2.114,2.2195,2.3024,2.364,2.4065,2.4332,2.447,2.4509,2.4471,2.4378,2.4245,2.4086,2.391,2.3723,1.7572,2.0103,2.3554,2.7065,2.993,3.1837,3.2771,3.2868,3.2321,3.1323,3.0046,2.8623,2.7157,2.5721,2.4362,2.311,2.1978,2.0973,2.0092,2.5485,3.2908,3.1517,3.09294497,-3.5100923,-4.77233535,-2.22157859,1.19903057,3.02355026
2010-02-09,-0.5533,-0.1849,0.1842,0.5072,0.7782,1.0038,1.1925,1.3518,1.4879,1.6053,1.7075,1.7971,1.8763,1.9466,2.0094,2.0657,2.1164,2.1624,2.204,-0.5519,-0.184,0.1826,0.5008,0.7655,0.9838,1.1648,1.3162,1.4445,1.5542,1.6489,1.7314,1.8037,1.8674,1.9239,1.9743,2.0194,2.0599,2.0964,0.1068,0.9625,1.58,1.9895,2.2597,2.444,2.5754,2.6733,2.7485,2.8073,2.8537,2.8903,2.9192,2.9419,2.9597,2.9736,2.9843,2.9927,2.9991,1.8068,2.7309,2.4766,1.3831,1.5383,1.6914,1.8558,2.0207,2.1737,2.3064,2.4153,2.4996,2.5612,2.6026,2.627,2.6373,2.6364,2.6268,2.6107,2.5898,2.5655,2.5391,1.3848,1.5333,1.6749,1.8226,1.9664,2.0953,2.203,2.2878,2.3505,2.3939,2.421,2.4351,2.439,2.4354,2.426,2.4126,2.3965,2.3788,2.3602,1.7372,1.9819,2.3305,2.6903,2.9848,3.1804,3.2752,3.2836,3.2258,3.1224,2.991,2.8458,2.6971,2.5523,2.416,2.2912,2.1792,2.0801,1.9938,2.5275,3.286,3.1465,3.01941913,-3.34818802,-5.07702854,-2.05535199,1.19168067,3.08465923
2010-02-08,-0.5652,-0.2022,0.1682,0.4913,0.7607,0.9834,1.1689,1.3253,1.4587,1.5739,1.6744,1.7627,1.8408,1.9104,1.9727,2.0286,2.0792,2.125,2.1666,-0.5639,-0.2012,0.1668,0.4852,0.7484,0.964,1.142,1.2908,1.4167,1.5245,1.6178,1.6992,1.7706,1.8338,1.8899,1.9401,1.985,2.0254,2.062,0.0631,0.9466,1.5686,1.9692,2.2275,2.4018,2.5268,2.6212,2.6953,2.7545,2.8023,2.8408,2.8717,2.8965,2.9162,2.9319,2.9442,2.9539,2.9614,1.7914,2.6773,2.4339,1.3388,1.4951,1.6498,1.8184,1.9881,2.1452,2.2806,2.3904,2.4747,2.5353,2.5753,2.5982,2.6073,2.6055,2.5954,2.5794,2.5588,2.5354,2.5102,1.3407,1.4904,1.6335,1.7856,1.9342,2.0672,2.1778,2.2639,2.327,2.37,2.3965,2.4098,2.413,2.4088,2.3991,2.3857,2.3699,2.3526,2.3345,1.7026,1.9391,2.3012,2.6773,2.9806,3.1759,3.2637,3.2621,3.1943,3.0828,2.9462,2.7991,2.6517,2.5108,2.3807,2.2634,2.1599,2.07,1.9929,2.5064,3.2591,3.1351,2.98713194,-3.08659285,-5.60820585,-2.02028598,1.14744217,3.23216833
2010-02-05,-0.5794,-0.2235,0.1413,0.4618,0.7302,0.9526,1.1379,1.294,1.4271,1.5419,1.642,1.7299,1.8077,1.877,1.9391,1.995,2.0455,2.0913,2.1329,-0.578,-0.2224,0.1401,0.4561,0.7184,0.9339,1.1118,1.2604,1.3861,1.4936,1.5866,1.6677,1.739,1.802,1.858,1.9081,1.953,1.9935,2.0301,0.038,0.9041,1.5261,1.9317,2.1939,2.3696,2.494,2.5872,2.6598,2.718,2.7651,2.8035,2.8347,2.86,2.8804,2.8968,2.9099,2.9203,2.9286,1.751,2.6421,2.3999,1.3277,1.4886,1.6486,1.8203,1.9916,2.1495,2.2855,2.3959,2.4809,2.5425,2.5836,2.6078,2.6183,2.6181,2.6096,2.5951,2.5763,2.5546,2.5312,1.3294,1.4841,1.6326,1.7876,1.9378,2.0716,2.1828,2.2695,2.3333,2.3771,2.4045,2.4188,2.423,2.4199,2.4113,2.399,2.3842,2.368,2.351,1.6937,1.9507,2.3166,2.6901,2.9904,3.1846,3.2733,3.2738,3.2091,3.1013,2.9689,2.8261,2.6832,2.5468,2.4211,2.3082,2.2089,2.1228,2.0492,2.5209,3.2725,3.1458,2.95840172,-3.15781845,-5.46706124,-1.86981224,1.1948655,3.38103033
